"","year","doy","hour","precip","solar","rh","windspeed","temp","doy_time","time"
"8761",2019,1,0,0,0,0.91,9.3,6.5,24,1
"8762",2019,1,1,0,0,0.926,8.6,5.5,25,1.04166666666667
"8763",2019,1,2,0,0,0.942,8,4.5,26,1.08333333333333
"8764",2019,1,3,0,0,0.951,7.3,3.8,27,1.125
"8765",2019,1,4,0,0,0.952,6.5,3.3,28,1.16666666666667
"8766",2019,1,5,0,0,0.953,5.7,2.7,29,1.20833333333333
"8767",2019,1,6,0,0,0.954,5.1,2.4,30,1.25
"8768",2019,1,7,0,0,0.954,4.5,2.2,31,1.29166666666667
"8769",2019,1,8,0,0,0.955,4,2,32,1.33333333333333
"8770",2019,1,9,0,0,0.951,3.5,2.1,33,1.375
"8771",2019,1,10,0,0,0.941,2.8,2.3,34,1.41666666666667
"8772",2019,1,11,0,0,0.932,2.1,2.5,35,1.45833333333333
"8773",2019,1,12,0,0,0.922,2,2.5,36,1.5
"8774",2019,1,13,0,32.2,0.911,2.3,2.3,37,1.54166666666667
"8775",2019,1,14,0,0,0.901,2.8,2.1,38,1.58333333333333
"8776",2019,1,15,0,0,0.877,2.9,2.3,39,1.625
"8777",2019,1,16,0,0,0.842,2.6,3,40,1.66666666666667
"8778",2019,1,17,0,0,0.808,2.3,3.6,41,1.70833333333333
"8779",2019,1,18,0,0,0.785,2.2,3.8,42,1.75
"8780",2019,1,19,0,0,0.771,2.3,3.8,43,1.79166666666667
"8781",2019,1,20,0,0,0.757,2.5,3.8,44,1.83333333333333
"8782",2019,1,21,0,0,0.777,2.6,3.4,45,1.875
"8783",2019,1,22,0,0,0.832,2.5,2.7,46,1.91666666666667
"8784",2019,1,23,0,0,0.891,2.4,2,47,1.95833333333333
"8785",2019,2,0,0,0,0.925,2.2,1.4,48,2
"8786",2019,2,1,0,0,0.932,2,0.9,49,2.04166666666667
"8787",2019,2,2,0,0,0.939,1.7,0.4,50,2.08333333333333
"8788",2019,2,3,0,0,0.947,1.5,-0.1,51,2.125
"8789",2019,2,4,0,0,0.955,1.3,-0.5,52,2.16666666666667
"8790",2019,2,5,0,0,0.964,1.1,-0.8,53,2.20833333333333
"8791",2019,2,6,0,0,0.97,0.9,-1.1,54,2.25
"8792",2019,2,7,0,0,0.971,0.7,-1.1,55,2.29166666666667
"8793",2019,2,8,0,0,0.973,0.6,-1.2,56,2.33333333333333
"8794",2019,2,9,0,0,0.978,0.7,-1.1,57,2.375
"8795",2019,2,10,0,0,0.987,1.1,-0.7,58,2.41666666666667
"8796",2019,2,11,0,0,0.995,1.5,-0.4,59,2.45833333333333
"8797",2019,2,12,0,0,0.981,1.9,-0.2,60,2.5
"8798",2019,2,13,0,0,0.944,2.6,-0.3,61,2.54166666666667
"8799",2019,2,14,0,0,0.908,3.2,-0.3,62,2.58333333333333
"8800",2019,2,15,0,0,0.864,3.8,-0.2,63,2.625
"8801",2019,2,16,0,0,0.814,4.4,0.2,64,2.66666666666667
"8802",2019,2,17,0,0,0.767,5,0.6,65,2.70833333333333
"8803",2019,2,18,0,0,0.737,5.4,0.8,66,2.75
"8804",2019,2,19,0,0,0.722,5.5,1,67,2.79166666666667
"8805",2019,2,20,0,0,0.707,5.7,1.1,68,2.83333333333333
"8806",2019,2,21,0,0,0.718,5.5,1,69,2.875
"8807",2019,2,22,0,0,0.756,5,0.5,70,2.91666666666667
"8808",2019,2,23,0,0,0.795,4.5,0,71,2.95833333333333
"8809",2019,3,0,0,0,0.806,4.2,-0.5,72,3
"8810",2019,3,1,0,0,0.787,4.2,-1.2,73,3.04166666666667
"8811",2019,3,2,0,0,0.768,4.1,-1.8,74,3.08333333333333
"8812",2019,3,3,0,0,0.76,3.8,-2.3,75,3.125
"8813",2019,3,4,0,0,0.761,3.3,-2.7,76,3.16666666666667
"8814",2019,3,5,0,0,0.763,2.7,-3.1,77,3.20833333333333
"8815",2019,3,6,0,0,0.767,2.5,-3.4,78,3.25
"8816",2019,3,7,0,0,0.773,2.4,-3.7,79,3.29166666666667
"8817",2019,3,8,0,0,0.779,2.4,-4,80,3.33333333333333
"8818",2019,3,9,0,0,0.8,2.3,-4.1,81,3.375
"8819",2019,3,10,0,0,0.836,2.3,-4,82,3.41666666666667
"8820",2019,3,11,0,0,0.873,2.2,-3.9,83,3.45833333333333
"8821",2019,3,12,0,0,0.87,2.5,-3.6,84,3.5
"8822",2019,3,13,0,791.2,0.829,3,-2.9,85,3.54166666666667
"8823",2019,3,14,0,2953.2,0.789,3.5,-2.3,86,3.58333333333333
"8824",2019,3,15,0,3726,0.745,3.8,-1.2,87,3.625
"8825",2019,3,16,0,4084.8,0.699,3.9,0.4,88,3.66666666666667
"8826",2019,3,17,0,4209,0.656,4,2.1,89,3.70833333333333
"8827",2019,3,18,0,4144.6,0.634,3.9,3.2,90,3.75
"8828",2019,3,19,0,3969.8,0.629,3.8,3.7,91,3.79166666666667
"8829",2019,3,20,0,3606.4,0.625,3.6,4.2,92,3.83333333333333
"8830",2019,3,21,0,2783,0.65,3.4,3.9,93,3.875
"8831",2019,3,22,0,496.8,0.708,3.2,2.8,94,3.91666666666667
"8832",2019,3,23,0,0,0.772,3,1.7,95,3.95833333333333
"8833",2019,4,0,0,0,0.812,3,0.9,96,4
"8834",2019,4,1,0,0,0.825,3.1,0.3,97,4.04166666666667
"8835",2019,4,2,0,0,0.838,3.2,-0.2,98,4.08333333333333
"8836",2019,4,3,0,0,0.848,3.2,-0.7,99,4.125
"8837",2019,4,4,0,0,0.856,3,-1,100,4.16666666666667
"8838",2019,4,5,0,0,0.864,2.8,-1.3,101,4.20833333333333
"8839",2019,4,6,0,0,0.874,2.5,-1.7,102,4.25
"8840",2019,4,7,0,0,0.887,2.1,-2.2,103,4.29166666666667
"8841",2019,4,8,0,0,0.901,1.8,-2.6,104,4.33333333333333
"8842",2019,4,9,0,0,0.91,1.7,-2.9,105,4.375
"8843",2019,4,10,0,0,0.915,1.7,-2.8,106,4.41666666666667
"8844",2019,4,11,0,0,0.921,1.8,-2.8,107,4.45833333333333
"8845",2019,4,12,0,0,0.909,1.7,-2.3,108,4.5
"8846",2019,4,13,0,455.4,0.883,1.7,-1.2,109,4.54166666666667
"8847",2019,4,14,0,1527.2,0.857,1.6,-0.2,110,4.58333333333333
"8848",2019,4,15,0,685.4,0.817,1.4,1.4,111,4.625
"8849",2019,4,16,0,46,0.764,1,3.5,112,4.66666666666667
"8850",2019,4,17,0,0,0.715,1.1,5.5,113,4.70833333333333
"8851",2019,4,18,0,0,0.692,1.3,6.8,114,4.75
"8852",2019,4,19,0,0,0.689,1.6,7.1,115,4.79166666666667
"8853",2019,4,20,0,0,0.687,1.9,7.5,116,4.83333333333333
"8854",2019,4,21,0,69,0.701,2,7,117,4.875
"8855",2019,4,22,0,257.6,0.735,2,5.6,118,4.91666666666667
"8856",2019,4,23,0,0,0.77,2.2,4.3,119,4.95833333333333
"8857",2019,5,0,0,0,0.806,2.4,3.3,120,5
"8858",2019,5,1,0,0,0.843,2.6,2.7,121,5.04166666666667
"8859",2019,5,2,0,0,0.882,2.7,2,122,5.08333333333333
"8860",2019,5,3,0,0,0.905,2.9,1.5,123,5.125
"8861",2019,5,4,0,0,0.91,3,1.1,124,5.16666666666667
"8862",2019,5,5,0,0,0.916,3,0.7,125,5.20833333333333
"8863",2019,5,6,0,0,0.919,3.2,0.4,126,5.25
"8864",2019,5,7,0,0,0.919,3.4,0.3,127,5.29166666666667
"8865",2019,5,8,0,0,0.918,3.5,0.2,128,5.33333333333333
"8866",2019,5,9,0,0,0.914,3.5,0.1,129,5.375
"8867",2019,5,10,0,0,0.905,3.2,0,130,5.41666666666667
"8868",2019,5,11,0,0,0.896,3,-0.1,131,5.45833333333333
"8869",2019,5,12,0,0,0.885,3.3,0.4,132,5.5
"8870",2019,5,13,0,667,0.873,3.9,1.5,133,5.54166666666667
"8871",2019,5,14,0,2769.2,0.86,4.5,2.6,134,5.58333333333333
"8872",2019,5,15,0,3583.4,0.826,4.8,4.1,135,5.625
"8873",2019,5,16,0,3942.2,0.774,4.9,6.1,136,5.66666666666667
"8874",2019,5,17,0,3979,0.727,4.9,8,137,5.70833333333333
"8875",2019,5,18,0,3873.2,0.7,4.9,9.3,138,5.75
"8876",2019,5,19,0,3850.2,0.69,4.7,10,139,5.79166666666667
"8877",2019,5,20,0,3491.4,0.68,4.6,10.6,140,5.83333333333333
"8878",2019,5,21,0,2668,0.692,4.4,10.3,141,5.875
"8879",2019,5,22,0,487.6,0.725,4,9.2,142,5.91666666666667
"8880",2019,5,23,0,0,0.761,3.6,8,143,5.95833333333333
"8881",2019,6,0,0,0,0.798,3.4,7.1,144,6
"8882",2019,6,1,0,0,0.835,3.3,6.4,145,6.04166666666667
"8883",2019,6,2,0,0,0.874,3.3,5.6,146,6.08333333333333
"8884",2019,6,3,0,0,0.9,3,4.9,147,6.125
"8885",2019,6,4,0,0,0.913,2.6,4.1,148,6.16666666666667
"8886",2019,6,5,0,0,0.925,2.3,3.3,149,6.20833333333333
"8887",2019,6,6,0,0,0.934,2.1,2.5,150,6.25
"8888",2019,6,7,0,0,0.94,2,1.7,151,6.29166666666667
"8889",2019,6,8,0,0,0.946,2.2,0.9,152,6.33333333333333
"8890",2019,6,9,0,0,0.941,2.3,0.5,153,6.375
"8891",2019,6,10,0,0,0.928,2.1,0.4,154,6.41666666666667
"8892",2019,6,11,0,0,0.914,2.2,0.4,155,6.45833333333333
"8893",2019,6,12,0,0,0.904,2.8,0.8,156,6.5
"8894",2019,6,13,0,9.2,0.897,3.7,1.5,157,6.54166666666667
"8895",2019,6,14,0,1283.4,0.89,4.7,2.3,158,6.58333333333333
"8896",2019,6,15,0,2428.8,0.859,5.1,3.5,159,6.625
"8897",2019,6,16,0,2884.2,0.808,5.2,5.2,160,6.66666666666667
"8898",2019,6,17,0,2065.4,0.761,5.3,6.8,161,6.70833333333333
"8899",2019,6,18,0,1334,0.733,5.3,7.7,162,6.75
"8900",2019,6,19,0,50.6,0.723,5.3,8,163,6.79166666666667
"8901",2019,6,20,0,0,0.713,5.2,8.4,164,6.83333333333333
"8902",2019,6,21,0,0,0.715,5.2,8.4,165,6.875
"8903",2019,6,22,0,0,0.728,5.2,8,166,6.91666666666667
"8904",2019,6,23,0,0,0.742,5.3,7.7,167,6.95833333333333
"8905",2019,7,0,0,0,0.764,5.5,7.6,168,7
"8906",2019,7,1,0,0,0.797,5.8,7.6,169,7.04166666666667
"8907",2019,7,2,0,0,0.83,6.2,7.6,170,7.08333333333333
"8908",2019,7,3,0,0,0.857,6.6,7.7,171,7.125
"8909",2019,7,4,0,0,0.876,6.9,8,172,7.16666666666667
"8910",2019,7,5,0,0,0.895,7.3,8.3,173,7.20833333333333
"8911",2019,7,6,0,0,0.903,7.5,8.6,174,7.25
"8912",2019,7,7,0,0,0.901,7.5,8.8,175,7.29166666666667
"8913",2019,7,8,0.1,0,0.898,7.6,9,176,7.33333333333333
"8914",2019,7,9,0.1,0,0.876,7.6,9.2,177,7.375
"8915",2019,7,10,0,0,0.835,7.6,9.2,178,7.41666666666667
"8916",2019,7,11,0,0,0.796,7.6,9.2,179,7.45833333333333
"8917",2019,7,12,0,0,0.775,7.9,9.5,180,7.5
"8918",2019,7,13,0,0,0.771,8.3,10.1,181,7.54166666666667
"8919",2019,7,14,0.1,0,0.767,8.8,10.7,182,7.58333333333333
"8920",2019,7,15,0.1,0,0.794,9.2,11,183,7.625
"8921",2019,7,16,0.1,0,0.855,9.5,10.9,184,7.66666666666667
"8922",2019,7,17,0,0,0.919,9.9,10.9,185,7.70833333333333
"8923",2019,7,18,0,0,0.953,10.1,11.2,186,7.75
"8924",2019,7,19,0,0,0.952,10.1,11.7,187,7.79166666666667
"8925",2019,7,20,0,0,0.951,10.3,12.3,188,7.83333333333333
"8926",2019,7,21,0,805,0.926,9.6,12.7,189,7.875
"8927",2019,7,22,0,478.4,0.879,8.2,13,190,7.91666666666667
"8928",2019,7,23,0,0,0.834,7.1,13.3,191,7.95833333333333
"8929",2019,8,0,0,0,0.827,6.2,12.9,192,8
"8930",2019,8,1,0,0,0.857,5.4,11.6,193,8.04166666666667
"8931",2019,8,2,0,0,0.888,4.5,10.4,194,8.08333333333333
"8932",2019,8,3,0,0,0.907,3.9,9.4,195,8.125
"8933",2019,8,4,0,0,0.915,3.7,8.7,196,8.16666666666667
"8934",2019,8,5,0,0,0.922,3.5,8,197,8.20833333333333
"8935",2019,8,6,0,0,0.927,3.4,7.4,198,8.25
"8936",2019,8,7,0,0,0.929,3.4,6.9,199,8.29166666666667
"8937",2019,8,8,0,0,0.932,3.3,6.4,200,8.33333333333333
"8938",2019,8,9,0,0,0.923,3.6,6.1,201,8.375
"8939",2019,8,10,0,0,0.903,4.2,6.1,202,8.41666666666667
"8940",2019,8,11,0,0,0.883,4.8,6.2,203,8.45833333333333
"8941",2019,8,12,0,0,0.847,5.6,6.4,204,8.5
"8942",2019,8,13,0,717.6,0.797,6.7,6.7,205,8.54166666666667
"8943",2019,8,14,0,2870.4,0.75,7.8,7.1,206,8.58333333333333
"8944",2019,8,15,0,3606.4,0.716,8.6,7.4,207,8.625
"8945",2019,8,16,0,2543.8,0.695,9.4,7.6,208,8.66666666666667
"8946",2019,8,17,0,1913.6,0.674,10.7,7.8,209,8.70833333333333
"8947",2019,8,18,0,2571.4,0.645,11.2,7.7,210,8.75
"8948",2019,8,19,0,4011.2,0.608,10.5,7.3,211,8.79166666666667
"8949",2019,8,20,0,3758.2,0.573,9.9,6.9,212,8.83333333333333
"8950",2019,8,21,0,3008.4,0.554,9.3,6.5,213,8.875
"8951",2019,8,22,0,671.6,0.551,8.7,6.3,214,8.91666666666667
"8952",2019,8,23,0,0,0.547,8.1,6,215,8.95833333333333
"8953",2019,9,0,0,0,0.537,8.2,5.7,216,9
"8954",2019,9,1,0,0,0.522,8.9,5.3,217,9.04166666666667
"8955",2019,9,2,0,0,0.507,9.6,4.9,218,9.08333333333333
"8956",2019,9,3,0,0,0.493,9.9,3.8,219,9.125
"8957",2019,9,4,0,0,0.48,10,2,220,9.16666666666667
"8958",2019,9,5,0,0,0.466,10.1,0.2,221,9.20833333333333
"8959",2019,9,6,0,0,0.463,9.9,-1.4,222,9.25
"8960",2019,9,7,0,0,0.469,9.4,-2.8,223,9.29166666666667
"8961",2019,9,8,0,0,0.475,8.8,-4.1,224,9.33333333333333
"8962",2019,9,9,0,0,0.502,8.3,-4.7,225,9.375
"8963",2019,9,10,0,0,0.553,7.9,-4.6,226,9.41666666666667
"8964",2019,9,11,0,0,0.607,7.5,-4.6,227,9.45833333333333
"8965",2019,9,12,0,0,0.619,7.5,-4.6,228,9.5
"8966",2019,9,13,0,791.2,0.586,8,-4.7,229,9.54166666666667
"8967",2019,9,14,0,2930.2,0.554,8.4,-4.9,230,9.58333333333333
"8968",2019,9,15,0,3169.4,0.537,8.6,-4.7,231,9.625
"8969",2019,9,16,0,2511.6,0.534,8.4,-4.1,232,9.66666666666667
"8970",2019,9,17,0,3818,0.531,8.3,-3.6,233,9.70833333333333
"8971",2019,9,18,0,1674.4,0.529,8.1,-3.3,234,9.75
"8972",2019,9,19,0,1182.2,0.529,8,-3.2,235,9.79166666666667
"8973",2019,9,20,0,2143.6,0.529,7.8,-3.1,236,9.83333333333333
"8974",2019,9,21,0,2723.2,0.547,7.3,-3.4,237,9.875
"8975",2019,9,22,0,625.6,0.584,6.5,-4.1,238,9.91666666666667
"8976",2019,9,23,0,0,0.624,5.6,-4.9,239,9.95833333333333
"8977",2019,10,0,0,0,0.631,5.2,-5.4,240,10
"8978",2019,10,1,0,0,0.604,5.1,-5.8,241,10.0416666666667
"8979",2019,10,2,0,0,0.578,5.1,-6.2,242,10.0833333333333
"8980",2019,10,3,0,0,0.564,4.9,-6.5,243,10.125
"8981",2019,10,4,0,0,0.561,4.6,-6.6,244,10.1666666666667
"8982",2019,10,5,0,0,0.558,4.3,-6.8,245,10.2083333333333
"8983",2019,10,6,0,0,0.557,4.1,-6.9,246,10.25
"8984",2019,10,7,0,0,0.558,3.9,-7,247,10.2916666666667
"8985",2019,10,8,0,0,0.56,3.7,-7.1,248,10.3333333333333
"8986",2019,10,9,0,0,0.585,3.6,-7.3,249,10.375
"8987",2019,10,10,0,0,0.638,3.5,-7.8,250,10.4166666666667
"8988",2019,10,11,0,0,0.696,3.4,-8.3,251,10.4583333333333
"8989",2019,10,12,0,0,0.695,3.4,-8.1,252,10.5
"8990",2019,10,13,0,354.2,0.637,3.3,-7.5,253,10.5416666666667
"8991",2019,10,14,0,731.4,0.583,3.3,-6.8,254,10.5833333333333
"8992",2019,10,15,0,1564,0.554,3.1,-6,255,10.625
"8993",2019,10,16,0,3082,0.546,2.7,-4.9,256,10.6666666666667
"8994",2019,10,17,0,3919.2,0.538,2.2,-3.9,257,10.7083333333333
"8995",2019,10,18,0,4103.2,0.532,2,-3.1,258,10.75
"8996",2019,10,19,0,3979,0.53,1.8,-2.7,259,10.7916666666667
"8997",2019,10,20,0,3652.4,0.528,1.7,-2.2,260,10.8333333333333
"8998",2019,10,21,0,2916.4,0.552,1.6,-2.5,261,10.875
"8999",2019,10,22,0,713,0.605,1.6,-3.4,262,10.9166666666667
"9000",2019,10,23,0,0,0.663,1.8,-4.3,263,10.9583333333333
"9001",2019,11,0,0,0,0.704,1.9,-5.1,264,11
"9002",2019,11,1,0,0,0.723,1.9,-5.8,265,11.0416666666667
"9003",2019,11,2,0,0,0.744,2.1,-6.5,266,11.0833333333333
"9004",2019,11,3,0,0,0.756,2.1,-6.9,267,11.125
"9005",2019,11,4,0,0,0.759,2,-6.9,268,11.1666666666667
"9006",2019,11,5,0,0,0.762,1.9,-7,269,11.2083333333333
"9007",2019,11,6,0,0,0.766,1.9,-7.1,270,11.25
"9008",2019,11,7,0,0,0.771,1.9,-7.1,271,11.2916666666667
"9009",2019,11,8,0,0,0.776,1.9,-7.2,272,11.3333333333333
"9010",2019,11,9,0,0,0.793,1.9,-7.1,273,11.375
"9011",2019,11,10,0,0,0.825,1.9,-7,274,11.4166666666667
"9012",2019,11,11,0,0,0.857,1.9,-6.9,275,11.4583333333333
"9013",2019,11,12,0,0,0.841,2.2,-6.3,276,11.5
"9014",2019,11,13,0,179.4,0.78,3,-5.3,277,11.5416666666667
"9015",2019,11,14,0,685.4,0.723,3.7,-4.3,278,11.5833333333333
"9016",2019,11,15,0,699.2,0.676,4.1,-3.2,279,11.625
"9017",2019,11,16,0,82.8,0.636,4,-1.9,280,11.6666666666667
"9018",2019,11,17,0,0,0.598,4,-0.5,281,11.7083333333333
"9019",2019,11,18,0,0,0.581,3.9,0.2,282,11.75
"9020",2019,11,19,0,0,0.58,3.6,0.3,283,11.7916666666667
"9021",2019,11,20,0,0,0.579,3.3,0.4,284,11.8333333333333
"9022",2019,11,21,0,0,0.595,3,0.2,285,11.875
"9023",2019,11,22,0,0,0.63,2.8,-0.3,286,11.9166666666667
"9024",2019,11,23,0.1,0,0.667,2.6,-0.8,287,11.9583333333333
"9025",2019,12,0,0.1,0,0.69,2.6,-1.2,288,12
"9026",2019,12,1,0,0,0.699,2.8,-1.5,289,12.0416666666667
"9027",2019,12,2,1.2,0,0.708,3.1,-1.8,290,12.0833333333333
"9028",2019,12,3,1.6,0,0.728,3.2,-2,291,12.125
"9029",2019,12,4,0.8,0,0.761,3.3,-2,292,12.1666666666667
"9030",2019,12,5,0.2,0,0.794,3.4,-2,293,12.2083333333333
"9031",2019,12,6,0.3,0,0.828,3.5,-2,294,12.25
"9032",2019,12,7,0.2,0,0.862,3.5,-1.9,295,12.2916666666667
"9033",2019,12,8,1,0,0.898,3.6,-1.9,296,12.3333333333333
"9034",2019,12,9,1.4,0,0.922,3.8,-1.8,297,12.375
"9035",2019,12,10,0.7,0,0.933,4,-1.7,298,12.4166666666667
"9036",2019,12,11,0,0,0.944,4.3,-1.5,299,12.4583333333333
"9037",2019,12,12,0,0,0.949,4.6,-1.4,300,12.5
"9038",2019,12,13,0,0,0.947,5.1,-1.3,301,12.5416666666667
"9039",2019,12,14,0.5,0,0.945,5.6,-1.2,302,12.5833333333333
"9040",2019,12,15,0.7,0,0.946,5.8,-1.1,303,12.625
"9041",2019,12,16,0.4,0,0.951,5.8,-0.9,304,12.6666666666667
"9042",2019,12,17,0,0,0.955,5.9,-0.7,305,12.7083333333333
"9043",2019,12,18,0,0,0.959,6,-0.6,306,12.75
"9044",2019,12,19,0,0,0.961,6.2,-0.5,307,12.7916666666667
"9045",2019,12,20,0.5,0,0.964,6.5,-0.4,308,12.8333333333333
"9046",2019,12,21,0.7,0,0.962,6.8,-0.4,309,12.875
"9047",2019,12,22,0.3,0,0.955,6.9,-0.6,310,12.9166666666667
"9048",2019,12,23,0,0,0.948,7.1,-0.8,311,12.9583333333333
"9049",2019,13,0,0,0,0.945,7.5,-0.9,312,13
"9050",2019,13,1,0,0,0.945,8,-0.8,313,13.0416666666667
"9051",2019,13,2,0.2,0,0.946,8.5,-0.7,314,13.0833333333333
"9052",2019,13,3,0.3,0,0.943,8.7,-0.7,315,13.125
"9053",2019,13,4,0.1,0,0.939,8.7,-0.8,316,13.1666666666667
"9054",2019,13,5,0,0,0.934,8.7,-0.9,317,13.2083333333333
"9055",2019,13,6,0,0,0.929,8.7,-1.1,318,13.25
"9056",2019,13,7,0,0,0.926,8.8,-1.2,319,13.2916666666667
"9057",2019,13,8,0,0,0.922,8.8,-1.4,320,13.3333333333333
"9058",2019,13,9,0,0,0.914,8.8,-1.6,321,13.375
"9059",2019,13,10,0,0,0.901,8.7,-1.8,322,13.4166666666667
"9060",2019,13,11,0,0,0.889,8.6,-1.9,323,13.4583333333333
"9061",2019,13,12,0,0,0.877,8.5,-2.1,324,13.5
"9062",2019,13,13,0,0,0.865,8.3,-2.4,325,13.5416666666667
"9063",2019,13,14,0,0,0.854,8.2,-2.7,326,13.5833333333333
"9064",2019,13,15,0,0,0.84,8,-2.6,327,13.625
"9065",2019,13,16,0,0,0.825,7.7,-2.3,328,13.6666666666667
"9066",2019,13,17,0,0,0.81,7.5,-1.9,329,13.7083333333333
"9067",2019,13,18,0,0,0.803,7.2,-1.7,330,13.75
"9068",2019,13,19,0,0,0.803,7,-1.6,331,13.7916666666667
"9069",2019,13,20,0,0,0.803,6.8,-1.4,332,13.8333333333333
"9070",2019,13,21,0,0,0.801,6.4,-1.7,333,13.875
"9071",2019,13,22,0,92,0.796,5.8,-2.3,334,13.9166666666667
"9072",2019,13,23,0,0,0.791,5.1,-2.9,335,13.9583333333333
"9073",2019,14,0,0,0,0.803,4.6,-3.6,336,14
"9074",2019,14,1,0,0,0.832,4.2,-4.3,337,14.0416666666667
"9075",2019,14,2,0,0,0.863,3.8,-5,338,14.0833333333333
"9076",2019,14,3,0,0,0.881,3.4,-5.6,339,14.125
"9077",2019,14,4,0,0,0.888,3.1,-6.2,340,14.1666666666667
"9078",2019,14,5,0,0,0.894,2.8,-6.8,341,14.2083333333333
"9079",2019,14,6,0,0,0.899,2.6,-7.4,342,14.25
"9080",2019,14,7,0,0,0.902,2.6,-8,343,14.2916666666667
"9081",2019,14,8,0,0,0.905,2.6,-8.5,344,14.3333333333333
"9082",2019,14,9,0,0,0.904,2.6,-8.8,345,14.375
"9083",2019,14,10,0,0,0.898,2.6,-8.7,346,14.4166666666667
"9084",2019,14,11,0,0,0.892,2.6,-8.6,347,14.4583333333333
"9085",2019,14,12,0,0,0.889,2.5,-8.4,348,14.5
"9086",2019,14,13,0,115,0.89,2.2,-8.2,349,14.5416666666667
"9087",2019,14,14,0,0,0.891,2,-7.9,350,14.5833333333333
"9088",2019,14,15,0,0,0.871,2,-7.1,351,14.625
"9089",2019,14,16,0,0,0.835,2.1,-5.6,352,14.6666666666667
"9090",2019,14,17,0,0,0.8,2.2,-4.2,353,14.7083333333333
"9091",2019,14,18,0,0,0.787,2.5,-3.4,354,14.75
"9092",2019,14,19,0,0,0.792,3,-3.2,355,14.7916666666667
"9093",2019,14,20,0,0,0.797,3.5,-3,356,14.8333333333333
"9094",2019,14,21,0,0,0.806,3.7,-3.1,357,14.875
"9095",2019,14,22,0,87.4,0.818,3.4,-3.4,358,14.9166666666667
"9096",2019,14,23,0,0,0.83,3.2,-3.8,359,14.9583333333333
"9097",2019,15,0,0,0,0.845,3.1,-4.1,360,15
"9098",2019,15,1,0,0,0.864,3.1,-4.4,361,15.0416666666667
"9099",2019,15,2,0,0,0.883,3.1,-4.6,362,15.0833333333333
"9100",2019,15,3,0,0,0.895,3.1,-4.7,363,15.125
"9101",2019,15,4,0,0,0.901,3,-4.6,364,15.1666666666667
"9102",2019,15,5,0,0,0.906,2.9,-4.6,365,15.2083333333333
"9103",2019,15,6,0,0,0.911,2.9,-4.4,366,15.25
"9104",2019,15,7,0,0,0.915,3.1,-4.2,367,15.2916666666667
"9105",2019,15,8,0,0,0.919,3.3,-4,368,15.3333333333333
"9106",2019,15,9,0,0,0.919,3.4,-3.8,369,15.375
"9107",2019,15,10,0,0,0.916,3.2,-3.4,370,15.4166666666667
"9108",2019,15,11,0,0,0.914,3,-3,371,15.4583333333333
"9109",2019,15,12,0,0,0.907,3.3,-2.7,372,15.5
"9110",2019,15,13,0,0,0.896,3.9,-2.6,373,15.5416666666667
"9111",2019,15,14,0,0,0.885,4.6,-2.4,374,15.5833333333333
"9112",2019,15,15,0,0,0.874,5.1,-2,375,15.625
"9113",2019,15,16,0,0,0.862,5.5,-1.4,376,15.6666666666667
"9114",2019,15,17,0,0,0.851,5.9,-0.7,377,15.7083333333333
"9115",2019,15,18,0,0,0.848,6.2,-0.2,378,15.75
"9116",2019,15,19,0,0,0.853,6.3,0.3,379,15.7916666666667
"9117",2019,15,20,0,0,0.858,6.4,0.7,380,15.8333333333333
"9118",2019,15,21,0,0,0.871,6.4,0.6,381,15.875
"9119",2019,15,22,0,59.8,0.893,6.2,0.1,382,15.9166666666667
"9120",2019,15,23,0,0,0.915,6.1,-0.5,383,15.9583333333333
"9121",2019,16,0,0,0,0.925,6,-0.6,384,16
"9122",2019,16,1,0,0,0.925,6.1,-0.1,385,16.0416666666667
"9123",2019,16,2,0,0,0.924,6.2,0.3,386,16.0833333333333
"9124",2019,16,3,0,0,0.924,6.1,0.6,387,16.125
"9125",2019,16,4,0,0,0.927,6,0.8,388,16.1666666666667
"9126",2019,16,5,0,0,0.929,6,0.9,389,16.2083333333333
"9127",2019,16,6,0,0,0.931,5.7,1,390,16.25
"9128",2019,16,7,0,0,0.933,5.3,1,391,16.2916666666667
"9129",2019,16,8,0,0,0.935,5,0.9,392,16.3333333333333
"9130",2019,16,9,0,0,0.931,4.5,1,393,16.375
"9131",2019,16,10,0,0,0.922,4,1,394,16.4166666666667
"9132",2019,16,11,0,0,0.913,3.4,1.1,395,16.4583333333333
"9133",2019,16,12,0,0,0.913,2.9,1,396,16.5
"9134",2019,16,13,0,18.4,0.922,2.4,0.7,397,16.5416666666667
"9135",2019,16,14,0,0,0.932,2.1,0.5,398,16.5833333333333
"9136",2019,16,15,0,0,0.911,1.8,0.5,399,16.625
"9137",2019,16,16,0,0,0.863,1.7,0.9,400,16.6666666666667
"9138",2019,16,17,0,0,0.818,1.7,1.2,401,16.7083333333333
"9139",2019,16,18,0,0,0.797,1.8,1.3,402,16.75
"9140",2019,16,19,0,0,0.799,1.6,1.3,403,16.7916666666667
"9141",2019,16,20,0,0,0.801,1.7,1.3,404,16.8333333333333
"9142",2019,16,21,0,0,0.804,1.9,1.3,405,16.875
"9143",2019,16,22,0,0,0.807,2.1,1.2,406,16.9166666666667
"9144",2019,16,23,0,0,0.81,2.3,1.2,407,16.9583333333333
"9145",2019,17,0,0,0,0.828,2.6,0.9,408,17
