PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2015-02-13T02:00:00Z,2015-02-13T01:00:00Z,PT60M,-3.2,-43,0.0,-4.8,0,0,0,0,6.0,88.3,0.9,970.9,160,2.6,138,0.26
2015-02-13T03:00:00Z,2015-02-13T02:00:00Z,PT60M,-3.7,-60,0.0,-6.0,0,0,0,0,6.0,84.3,0.9,970.5,161,2.7,130,0.26
2015-02-13T04:00:00Z,2015-02-13T03:00:00Z,PT60M,-4.0,-74,0.0,-6.7,0,0,0,0,6.1,81.9,0.9,970.1,161,2.7,121,0.26
2015-02-13T05:00:00Z,2015-02-13T04:00:00Z,PT60M,-4.1,-87,0.0,-6.9,0,0,0,0,6.1,80.9,0.9,969.6,162,2.7,112,0.26
2015-02-13T06:00:00Z,2015-02-13T05:00:00Z,PT60M,-4.1,-98,0.0,-7.1,0,0,0,0,6.2,80.0,0.9,969.1,163,2.8,102,0.26
2015-02-13T07:00:00Z,2015-02-13T06:00:00Z,PT60M,-3.4,-109,0.0,-6.6,2,22,2,4,6.3,78.4,0.9,968.8,165,2.8,92,0.26
2015-02-13T08:00:00Z,2015-02-13T07:00:00Z,PT60M,-1.9,-120,0.0,-5.5,29,497,67,96,6.4,76.3,0.9,968.8,167,3.0,83,0.26
2015-02-13T09:00:00Z,2015-02-13T08:00:00Z,PT60M,-0.4,-133,0.0,-4.4,50,739,190,240,6.5,74.4,0.9,968.8,169,3.1,75,0.26
2015-02-13T10:00:00Z,2015-02-13T09:00:00Z,PT60M,0.7,-147,0.0,-3.4,67,815,295,362,6.6,73.8,0.9,968.7,171,3.0,69,0.26
2015-02-13T11:00:00Z,2015-02-13T10:00:00Z,PT60M,1.5,-162,0.0,-2.6,77,849,366,443,6.8,74.4,0.8,968.5,172,2.7,64,0.26
2015-02-13T12:00:00Z,2015-02-13T11:00:00Z,PT60M,2.3,-178,3.0,-1.7,110,765,351,461,7.0,75.0,0.8,968.4,174,2.4,63,0.26
2015-02-13T13:00:00Z,2015-02-13T12:00:00Z,PT60M,3.1,166,6.3,-0.9,141,643,284,425,7.2,74.9,0.7,968.0,173,2.2,64,0.26
2015-02-13T14:00:00Z,2015-02-13T13:00:00Z,PT60M,4.1,150,1.0,-0.1,88,753,290,378,7.4,74.1,0.7,967.5,170,2.1,67,0.26
2015-02-13T15:00:00Z,2015-02-13T14:00:00Z,PT60M,5.0,136,0.0,0.7,68,686,199,268,7.7,73.4,0.7,967.0,167,1.9,73,0.26
2015-02-13T16:00:00Z,2015-02-13T15:00:00Z,PT60M,4.5,123,0.0,0.3,46,487,82,128,8.0,74.5,0.6,966.5,161,1.9,81,0.26
2015-02-13T17:00:00Z,2015-02-13T16:00:00Z,PT60M,2.5,112,43.7,-1.0,9,48,4,13,8.2,77.5,0.6,966.1,155,1.9,90,0.26
2015-02-13T18:00:00Z,2015-02-13T17:00:00Z,PT60M,0.5,101,12.3,-2.4,0,0,0,0,8.5,80.7,0.6,965.7,148,1.9,99,0.26
2015-02-13T19:00:00Z,2015-02-13T18:00:00Z,PT60M,-0.8,90,2.1,-3.3,0,0,0,0,8.9,83.0,0.6,965.3,147,2.0,109,0.26
2015-02-13T20:00:00Z,2015-02-13T19:00:00Z,PT60M,-1.5,78,0.0,-3.7,0,0,0,0,9.3,84.4,0.6,964.9,151,2.1,119,0.26
2015-02-13T21:00:00Z,2015-02-13T20:00:00Z,PT60M,-2.1,64,0.0,-4.2,0,0,0,0,9.8,85.7,0.6,964.6,155,2.2,128,0.26
2015-02-13T22:00:00Z,2015-02-13T21:00:00Z,PT60M,-2.3,48,0.0,-4.2,0,0,0,0,10.1,86.9,0.7,964.3,157,2.3,136,0.26
2015-02-13T23:00:00Z,2015-02-13T22:00:00Z,PT60M,-2.1,27,14.1,-3.8,0,0,0,0,10.5,88.1,0.8,964.1,158,2.2,142,0.26
2015-02-14T00:00:00Z,2015-02-13T23:00:00Z,PT60M,-1.9,3,24.2,-3.4,0,0,0,0,10.8,89.2,1.0,963.8,159,2.2,145,0.25
2015-02-14T01:00:00Z,2015-02-14T00:00:00Z,PT60M,-2.0,-21,24.2,-3.6,0,0,0,0,11.2,89.1,1.0,963.5,160,2.2,143,0.21
2015-02-14T02:00:00Z,2015-02-14T01:00:00Z,PT60M,-2.5,-43,36.9,-4.2,0,0,0,0,11.6,87.8,1.0,963.0,161,2.2,138,0.2
2015-02-14T03:00:00Z,2015-02-14T02:00:00Z,PT60M,-2.9,-60,43.7,-4.9,0,0,0,0,11.9,86.4,1.0,962.6,161,2.2,130,0.2
2015-02-14T04:00:00Z,2015-02-14T03:00:00Z,PT60M,-3.1,-74,36.8,-5.1,0,0,0,0,12.2,85.8,1.0,962.2,162,2.2,121,0.2
2015-02-14T05:00:00Z,2015-02-14T04:00:00Z,PT60M,-3.0,-86,63.9,-5.0,0,0,0,0,12.2,85.9,1.0,962.0,162,2.1,111,0.2
2015-02-14T06:00:00Z,2015-02-14T05:00:00Z,PT60M,-2.9,-98,39.5,-4.9,0,0,0,0,12.3,85.9,1.0,961.7,162,2.1,101,0.2
2015-02-14T07:00:00Z,2015-02-14T06:00:00Z,PT60M,-2.2,-109,53.4,-4.3,1,0,0,1,12.3,85.6,1.0,961.6,161,2.2,92,0.2
2015-02-14T08:00:00Z,2015-02-14T07:00:00Z,PT60M,-0.9,-120,42.8,-3.1,45,0,0,45,12.2,85.0,1.0,961.6,158,2.5,83,0.2
2015-02-14T09:00:00Z,2015-02-14T08:00:00Z,PT60M,0.3,-133,54.3,-2.0,90,0,0,90,12.1,84.3,1.0,961.6,156,2.8,75,0.2
2015-02-14T10:00:00Z,2015-02-14T09:00:00Z,PT60M,1.2,-146,40.3,-1.2,164,78,31,195,12.2,84.0,1.0,961.5,154,2.7,68,0.2
2015-02-14T11:00:00Z,2015-02-14T10:00:00Z,PT60M,1.8,-162,5.7,-0.6,175,460,203,378,12.5,84.0,0.9,961.3,151,2.2,64,0.2
2015-02-14T12:00:00Z,2015-02-14T11:00:00Z,PT60M,2.4,-178,2.7,0.0,158,580,269,427,12.7,84.0,0.9,961.1,145,1.8,62,0.2
2015-02-14T13:00:00Z,2015-02-14T12:00:00Z,PT60M,3.1,166,5.3,0.8,157,555,250,407,12.6,84.4,0.8,960.7,134,1.6,63,0.2
