PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2017-12-31T02:00:00Z,2017-12-31T01:00:00Z,PT60M,-17.1,94,0.0,-21.9,0,0,0,0,0,0,4.7,66.6,0.9,1005.7,338,4.3,123,0.29
2017-12-31T03:00:00Z,2017-12-31T02:00:00Z,PT60M,-17.2,84,0.0,-22.2,0,0,0,0,0,0,4.7,65.2,0.9,1006.0,342,4.0,134,0.29
2017-12-31T04:00:00Z,2017-12-31T03:00:00Z,PT60M,-17.1,72,0.0,-22.3,0,0,0,0,0,0,4.9,64.1,0.9,1006.1,345,3.9,145,0.29
2017-12-31T05:00:00Z,2017-12-31T04:00:00Z,PT60M,-16.7,52,17.3,-22.1,0,0,0,0,0,0,5.1,63.3,0.9,1006.2,344,3.7,155,0.29
2017-12-31T06:00:00Z,2017-12-31T05:00:00Z,PT60M,-16.4,18,28.2,-21.9,0,0,0,0,0,0,5.4,62.5,0.9,1006.2,344,3.6,162,0.29
2017-12-31T07:00:00Z,2017-12-31T06:00:00Z,PT60M,-16.1,-26,12.0,-21.6,0,0,0,0,0,0,5.5,62.5,0.9,1006.3,343,3.5,161,0.29
2017-12-31T08:00:00Z,2017-12-31T07:00:00Z,PT60M,-16.0,-57,4.6,-21.3,0,0,0,0,0,0,5.5,63.3,0.9,1006.4,343,3.5,154,0.29
2017-12-31T09:00:00Z,2017-12-31T08:00:00Z,PT60M,-15.8,-74,43.6,-21.0,0,0,0,0,0,0,5.5,64.1,0.9,1006.5,343,3.5,143,0.29
2017-12-31T10:00:00Z,2017-12-31T09:00:00Z,PT60M,-16.0,-86,45.3,-20.9,0,0,0,0,0,0,5.5,66.1,0.9,1006.8,342,3.6,132,0.29
2017-12-31T11:00:00Z,2017-12-31T10:00:00Z,PT60M,-16.6,-96,54.9,-20.8,0,0,0,0,0,0,5.4,69.6,0.9,1007.3,339,3.8,120,0.29
2017-12-31T12:00:00Z,2017-12-31T11:00:00Z,PT60M,-17.2,-105,60.4,-20.8,0,0,0,0,0,0,5.4,73.2,0.9,1007.9,337,4.0,109,0.29
2017-12-31T13:00:00Z,2017-12-31T12:00:00Z,PT60M,-17.2,-113,68.7,-20.7,0,0,0,0,0,0,5.0,74.0,0.9,1008.4,335,4.1,98,0.29
2017-12-31T14:00:00Z,2017-12-31T13:00:00Z,PT60M,-16.6,-123,30.0,-20.5,13,131,13,26,77,11,4.4,71.8,0.9,1008.7,334,4.1,88,0.29
2017-12-31T15:00:00Z,2017-12-31T14:00:00Z,PT60M,-16.1,-133,0.5,-20.3,46,608,118,164,417,114,3.7,69.8,0.9,1009.1,332,4.1,79,0.29
2017-12-31T16:00:00Z,2017-12-31T15:00:00Z,PT60M,-15.2,-145,0.0,-19.8,61,797,251,311,668,478,3.3,68.0,0.9,1009.2,331,4.3,72,0.29
2017-12-31T17:00:00Z,2017-12-31T16:00:00Z,PT60M,-13.9,-159,30.5,-18.8,156,343,130,286,438,353,3.0,66.5,0.9,1009.1,329,4.5,66,0.29
2017-12-31T18:00:00Z,2017-12-31T17:00:00Z,PT60M,-12.7,-174,51.0,-17.9,232,0,0,232,217,232,2.8,65.0,0.9,1009.0,328,4.8,64,0.29
2017-12-31T19:00:00Z,2017-12-31T18:00:00Z,PT60M,-11.9,171,47.9,-17.3,245,0,0,245,229,245,2.7,64.1,0.9,1008.9,327,5.1,64,0.29
2017-12-31T20:00:00Z,2017-12-31T19:00:00Z,PT60M,-11.5,156,33.8,-17.0,246,59,22,268,288,284,2.8,63.6,0.9,1008.8,329,5.5,67,0.29
2017-12-31T21:00:00Z,2017-12-31T20:00:00Z,PT60M,-11.1,143,20.9,-16.7,148,278,81,229,362,283,2.8,63.1,0.9,1008.6,329,6.0,73,0.29
2017-12-31T22:00:00Z,2017-12-31T21:00:00Z,PT60M,-11.7,131,3.1,-17.0,49,532,85,134,349,63,2.7,64.5,0.9,1009.1,329,6.0,81,0.29
2017-12-31T23:00:00Z,2017-12-31T22:00:00Z,PT60M,-13.2,121,16.7,-17.9,7,90,8,15,48,5,2.6,68.1,0.9,1010.0,327,5.7,90,0.29
2018-01-01T00:00:00Z,2017-12-31T23:00:00Z,PT60M,-14.8,112,27.9,-18.8,0,0,0,0,0,0,2.5,71.9,0.9,1011.0,325,5.4,100,0.29
2018-01-01T01:00:00Z,2018-01-01T00:00:00Z,PT60M,-15.7,103,30.8,-19.4,0,0,0,0,0,0,2.4,73.3,0.9,1011.6,324,5.3,111,0.29
2018-01-01T02:00:00Z,2018-01-01T01:00:00Z,PT60M,-16.1,94,12.3,-19.9,0,0,0,0,0,0,2.2,72.2,0.9,1011.9,323,5.3,122,0.29
2018-01-01T03:00:00Z,2018-01-01T02:00:00Z,PT60M,-16.4,84,0.0,-20.4,0,0,0,0,0,0,2.1,71.1,0.9,1012.2,323,5.4,134,0.29
2018-01-01T04:00:00Z,2018-01-01T03:00:00Z,PT60M,-16.8,72,0.0,-21.0,0,0,0,0,0,0,1.9,70.0,0.9,1012.5,323,5.4,145,0.29
2018-01-01T05:00:00Z,2018-01-01T04:00:00Z,PT60M,-17.4,52,0.0,-21.8,0,0,0,0,0,0,1.7,68.9,0.9,1012.9,321,5.4,155,0.29
2018-01-01T06:00:00Z,2018-01-01T05:00:00Z,PT60M,-18.0,19,0.0,-22.5,0,0,0,0,0,0,1.6,67.9,0.9,1013.3,320,5.4,162,0.29
2018-01-01T07:00:00Z,2018-01-01T06:00:00Z,PT60M,-18.6,-25,0.0,-23.2,0,0,0,0,0,0,1.4,67.1,0.9,1013.6,319,5.4,161,0.3
2018-01-01T08:00:00Z,2018-01-01T07:00:00Z,PT60M,-19.2,-56,0.0,-23.9,0,0,0,0,0,0,1.3,66.5,0.9,1013.9,319,5.5,154,0.3
2018-01-01T09:00:00Z,2018-01-01T08:00:00Z,PT60M,-19.9,-74,0.0,-24.6,0,0,0,0,0,0,1.2,66.0,0.9,1014.2,318,5.5,143,0.3
2018-01-01T10:00:00Z,2018-01-01T09:00:00Z,PT60M,-20.9,-86,0.0,-25.5,0,0,0,0,0,0,1.2,66.4,0.9,1014.5,316,5.6,132,0.3
2018-01-01T11:00:00Z,2018-01-01T10:00:00Z,PT60M,-22.3,-96,0.0,-26.6,0,0,0,0,0,0,1.3,67.9,1.0,1014.9,314,5.6,121,0.3
2018-01-01T12:00:00Z,2018-01-01T11:00:00Z,PT60M,-23.7,-104,0.0,-27.8,0,0,0,0,0,0,1.3,69.4,1.0,1015.2,312,5.6,109,0.3
2018-01-01T13:00:00Z,2018-01-01T12:00:00Z,PT60M,-23.9,-113,0.0,-28.0,0,0,0,0,0,0,1.3,68.7,1.0,1015.6,311,5.6,98,0.3
2018-01-01T14:00:00Z,2018-01-01T13:00:00Z,PT60M,-22.7,-123,0.0,-27.4,11,200,19,30,104,7,1.4,65.7,1.0,1016.0,310,5.6,88,0.3
2018-01-01T15:00:00Z,2018-01-01T14:00:00Z,PT60M,-21.5,-133,0.0,-26.7,36,730,139,176,469,115,1.4,62.9,1.0,1016.4,309,5.6,79,0.3
2018-01-01T16:00:00Z,2018-01-01T15:00:00Z,PT60M,-20.3,-145,0.0,-25.8,48,886,278,326,712,508,1.4,61.4,1.0,1016.5,308,5.6,72,0.3
2018-01-01T17:00:00Z,2018-01-01T16:00:00Z,PT60M,-18.9,-159,26.8,-24.6,171,375,142,314,475,386,1.5,60.9,1.0,1016.2,308,5.5,66,0.3
2018-01-01T18:00:00Z,2018-01-01T17:00:00Z,PT60M,-17.5,-174,45.5,-23.3,267,0,0,267,250,267,1.6,60.5,1.0,1016.0,307,5.5,64,0.3
2018-01-01T19:00:00Z,2018-01-01T18:00:00Z,PT60M,-16.5,171,28.2,-22.4,251,222,97,347,466,360,1.6,60.4,1.0,1015.7,307,5.4,64,0.3
2018-01-01T20:00:00Z,2018-01-01T19:00:00Z,PT60M,-15.9,156,11.1,-21.7,128,638,243,371,665,494,1.7,60.7,1.0,1015.3,307,5.4,67,0.3
2018-01-01T21:00:00Z,2018-01-01T20:00:00Z,PT60M,-15.2,143,1.1,-21.0,51,835,250,301,663,451,1.8,61.1,1.0,1015.0,307,5.3,73,0.3
2018-01-01T22:00:00Z,2018-01-01T21:00:00Z,PT60M,-15.8,131,2.7,-21.4,44,611,100,144,391,69,1.8,62.3,1.0,1015.0,306,5.1,81,0.3
2018-01-01T23:00:00Z,2018-01-01T22:00:00Z,PT60M,-17.6,121,0.0,-22.7,6,120,10,17,61,4,1.8,64.6,1.0,1015.5,304,4.7,90,0.3
2018-01-02T00:00:00Z,2018-01-01T23:00:00Z,PT60M,-19.4,112,0.0,-24.0,0,0,0,0,0,0,1.8,67.1,1.0,1016.0,301,4.3,100,0.3
2018-01-02T01:00:00Z,2018-01-02T00:00:00Z,PT60M,-20.1,103,0.0,-24.5,0,0,0,0,0,0,1.8,68.1,1.0,1016.2,300,4.1,111,0.3
2018-01-02T02:00:00Z,2018-01-02T01:00:00Z,PT60M,-19.8,94,0.0,-24.2,0,0,0,0,0,0,1.8,67.7,1.0,1016.1,300,4.0,122,0.3
2018-01-02T03:00:00Z,2018-01-02T02:00:00Z,PT60M,-19.4,84,0.0,-24.0,0,0,0,0,0,0,1.8,67.2,1.0,1016.0,301,3.9,134,0.3
2018-01-02T04:00:00Z,2018-01-02T03:00:00Z,PT60M,-19.3,72,0.0,-23.9,0,0,0,0,0,0,1.8,67.2,1.0,1015.9,301,3.8,145,0.3
2018-01-02T05:00:00Z,2018-01-02T04:00:00Z,PT60M,-19.5,52,0.0,-24.0,0,0,0,0,0,0,1.7,67.7,1.0,1015.6,300,3.7,155,0.3
2018-01-02T06:00:00Z,2018-01-02T05:00:00Z,PT60M,-19.7,19,0.0,-24.1,0,0,0,0,0,0,1.7,68.2,1.0,1015.4,300,3.5,162,0.3
2018-01-02T07:00:00Z,2018-01-02T06:00:00Z,PT60M,-19.8,-25,0.0,-24.1,0,0,0,0,0,0,1.7,68.5,1.0,1015.1,296,3.5,161,0.3
2018-01-02T08:00:00Z,2018-01-02T07:00:00Z,PT60M,-19.8,-56,0.0,-24.1,0,0,0,0,0,0,1.6,68.6,1.0,1014.8,291,3.5,154,0.3
2018-01-02T09:00:00Z,2018-01-02T08:00:00Z,PT60M,-19.8,-74,0.0,-24.1,0,0,0,0,0,0,1.6,68.7,1.0,1014.5,285,3.6,143,0.3
2018-01-02T10:00:00Z,2018-01-02T09:00:00Z,PT60M,-20.5,-86,0.0,-24.5,0,0,0,0,0,0,1.6,69.9,1.0,1014.4,280,3.6,132,0.3
2018-01-02T11:00:00Z,2018-01-02T10:00:00Z,PT60M,-21.7,-95,0.0,-25.3,0,0,0,0,0,0,1.5,72.4,1.1,1014.3,274,3.5,121,0.3
2018-01-02T12:00:00Z,2018-01-02T11:00:00Z,PT60M,-22.9,-104,0.0,-26.1,0,0,0,0,0,0,1.5,75.0,1.1,1014.3,268,3.4,109,0.3
2018-01-02T13:00:00Z,2018-01-02T12:00:00Z,PT60M,-22.7,-113,0.0,-26.0,0,0,0,0,0,0,1.5,74.2,1.1,1014.2,263,3.5,98,0.3
2018-01-02T14:00:00Z,2018-01-02T13:00:00Z,PT60M,-21.0,-122,0.0,-25.0,10,208,20,30,106,7,1.5,70.4,1.1,1014.1,259,3.7,88,0.3
2018-01-02T15:00:00Z,2018-01-02T14:00:00Z,PT60M,-19.3,-133,0.0,-23.9,35,743,141,177,473,117,1.5,66.8,1.1,1014.0,256,3.9,79,0.3
2018-01-02T16:00:00Z,2018-01-02T15:00:00Z,PT60M,-17.5,-145,0.0,-22.7,46,896,282,328,716,513,1.5,63.8,1.1,1013.5,252,4.2,72,0.3
2018-01-02T17:00:00Z,2018-01-02T16:00:00Z,PT60M,-15.6,-158,24.9,-21.3,180,380,144,325,486,398,1.6,61.4,1.1,1012.5,249,4.6,66,0.3
2018-01-02T18:00:00Z,2018-01-02T17:00:00Z,PT60M,-13.7,-173,39.5,-20.0,290,21,9,299,295,299,1.6,59.1,1.1,1011.5,245,5.0,63,0.3
2018-01-02T19:00:00Z,2018-01-02T18:00:00Z,PT60M,-12.3,171,10.7,-19.1,136,683,300,436,774,462,1.6,56.8,1.1,1010.3,243,5.2,64,0.3
2018-01-02T20:00:00Z,2018-01-02T19:00:00Z,PT60M,-11.4,156,0.0,-18.8,51,955,375,426,861,580,1.5,54.3,1.1,1009.0,242,5.4,67,0.3
2018-01-02T21:00:00Z,2018-01-02T20:00:00Z,PT60M,-10.5,143,4.8,-18.5,71,737,223,295,625,437,1.5,52.0,1.1,1007.7,241,5.5,73,0.3
2018-01-02T22:00:00Z,2018-01-02T21:00:00Z,PT60M,-11.0,131,1.3,-18.8,38,669,113,151,418,77,1.6,52.2,1.1,1006.8,237,5.3,80,0.3
2018-01-02T23:00:00Z,2018-01-02T22:00:00Z,PT60M,-12.6,121,0.0,-19.8,7,130,11,18,65,5,1.7,55.0,1.1,1006.2,232,5.0,90,0.3
2018-01-03T00:00:00Z,2018-01-02T23:00:00Z,PT60M,-14.2,112,0.0,-20.7,0,0,0,0,0,0,1.8,57.9,1.1,1005.6,225,4.7,100,0.3
2018-01-03T01:00:00Z,2018-01-03T00:00:00Z,PT60M,-14.9,103,0.0,-21.2,0,0,0,0,0,0,2.1,58.8,1.1,1004.7,220,4.9,111,0.3
2018-01-03T02:00:00Z,2018-01-03T01:00:00Z,PT60M,-14.6,94,0.0,-21.2,0,0,0,0,0,0,2.4,57.5,1.1,1003.4,217,5.5,122,0.3
2018-01-03T03:00:00Z,2018-01-03T02:00:00Z,PT60M,-14.3,84,0.0,-21.1,0,0,0,0,0,0,2.8,56.2,1.1,1002.2,215,6.1,134,0.3
2018-01-03T04:00:00Z,2018-01-03T03:00:00Z,PT60M,-13.9,72,0.0,-21.0,0,0,0,0,0,0,3.1,55.2,1.1,1001.2,216,6.4,145,0.3
2018-01-03T05:00:00Z,2018-01-03T04:00:00Z,PT60M,-13.5,53,1.9,-20.7,0,0,0,0,0,0,3.4,54.4,1.1,1000.4,220,6.5,155,0.3
2018-01-03T06:00:00Z,2018-01-03T05:00:00Z,PT60M,-13.0,19,28.3,-20.5,0,0,0,0,0,0,3.6,53.6,1.1,999.7,224,6.5,162,0.29
2018-01-03T07:00:00Z,2018-01-03T06:00:00Z,PT60M,-12.6,-24,30.7,-20.2,0,0,0,0,0,0,3.9,52.9,1.1,998.8,226,6.6,161,0.29
2018-01-03T08:00:00Z,2018-01-03T07:00:00Z,PT60M,-12.1,-56,12.0,-19.9,0,0,0,0,0,0,4.3,52.3,1.1,997.9,226,6.7,154,0.29
2018-01-03T09:00:00Z,2018-01-03T08:00:00Z,PT60M,-11.7,-74,0.0,-19.6,0,0,0,0,0,0,4.7,51.7,1.1,997.0,226,6.7,143,0.29
2018-01-03T10:00:00Z,2018-01-03T09:00:00Z,PT60M,-11.2,-86,0.0,-18.8,0,0,0,0,0,0,5.0,53.1,1.1,996.3,227,6.6,132,0.29
2018-01-03T11:00:00Z,2018-01-03T10:00:00Z,PT60M,-10.5,-95,0.0,-17.5,0,0,0,0,0,0,5.2,56.6,1.1,995.7,230,6.3,121,0.29
2018-01-03T12:00:00Z,2018-01-03T11:00:00Z,PT60M,-9.9,-104,0.0,-16.2,0,0,0,0,0,0,5.4,60.2,1.1,995.1,234,6.0,109,0.29
2018-01-03T13:00:00Z,2018-01-03T12:00:00Z,PT60M,-9.4,-113,0.0,-15.3,0,0,0,0,0,0,5.5,62.2,1.1,994.8,238,5.9,98,0.29
2018-01-03T14:00:00Z,2018-01-03T13:00:00Z,PT60M,-8.9,-122,0.0,-14.8,12,152,15,26,83,9,5.4,62.3,1.1,994.7,242,5.7,88,0.29
2018-01-03T15:00:00Z,2018-01-03T14:00:00Z,PT60M,-8.5,-133,5.6,-14.4,65,455,84,150,344,110,5.3,62.4,1.1,994.6,247,5.7,79,0.29
2018-01-03T16:00:00Z,2018-01-03T15:00:00Z,PT60M,-7.9,-145,34.8,-13.7,165,88,23,188,218,197,5.2,63.3,1.1,994.5,259,5.7,72,0.29
2018-01-03T17:00:00Z,2018-01-03T16:00:00Z,PT60M,-7.2,-158,44.1,-12.7,221,5,2,223,213,225,5.0,64.8,1.1,994.4,276,6.2,66,0.29
2018-01-03T18:00:00Z,2018-01-03T17:00:00Z,PT60M,-6.5,-173,50.1,-11.8,230,0,0,230,215,230,4.8,66.3,1.1,994.2,289,7.2,63,0.29
2018-01-03T19:00:00Z,2018-01-03T18:00:00Z,PT60M,-6.4,171,42.9,-11.5,260,7,3,263,251,263,4.6,67.2,1.1,994.2,297,7.8,64,0.29
2018-01-03T20:00:00Z,2018-01-03T19:00:00Z,PT60M,-6.8,157,48.2,-11.9,205,0,0,205,191,205,4.3,67.3,1.1,994.3,301,7.8,67,0.29
2018-01-03T21:00:00Z,2018-01-03T20:00:00Z,PT60M,-7.3,143,33.8,-12.3,181,31,8,189,195,193,4.1,67.5,1.1,994.4,306,7.8,73,0.29
2018-01-03T22:00:00Z,2018-01-03T21:00:00Z,PT60M,-8.1,131,40.4,-13.0,82,10,2,85,85,85,3.7,67.8,1.1,994.9,309,7.6,80,0.29
2018-01-03T23:00:00Z,2018-01-03T22:00:00Z,PT60M,-9.3,121,11.6,-14.1,12,1,0,12,12,12,3.4,68.3,1.1,995.9,312,7.0,90,0.29
2018-01-04T00:00:00Z,2018-01-03T23:00:00Z,PT60M,-10.5,112,0.0,-15.1,0,0,0,0,0,0,3.0,68.8,1.1,997.0,314,6.4,100,0.29
2018-01-04T01:00:00Z,2018-01-04T00:00:00Z,PT60M,-11.5,103,8.6,-16.0,0,0,0,0,0,0,2.7,69.4,1.1,997.7,317,6.0,111,0.29
2018-01-04T02:00:00Z,2018-01-04T01:00:00Z,PT60M,-12.4,94,7.8,-16.7,0,0,0,0,0,0,2.6,70.2,1.1,998.0,319,6.0,122,0.29
2018-01-04T03:00:00Z,2018-01-04T02:00:00Z,PT60M,-13.2,84,0.0,-17.3,0,0,0,0,0,0,2.5,70.9,1.1,998.4,322,5.9,133,0.29
2018-01-04T04:00:00Z,2018-01-04T03:00:00Z,PT60M,-13.9,72,0.0,-17.9,0,0,0,0,0,0,2.4,71.6,1.1,998.8,322,5.8,145,0.29
2018-01-04T05:00:00Z,2018-01-04T04:00:00Z,PT60M,-14.6,53,0.0,-18.5,0,0,0,0,0,0,2.3,72.3,1.1,999.1,320,5.7,155,0.29
2018-01-04T06:00:00Z,2018-01-04T05:00:00Z,PT60M,-15.2,19,0.0,-19.0,0,0,0,0,0,0,2.2,73.1,1.1,999.4,318,5.6,162,0.29
2018-01-04T07:00:00Z,2018-01-04T06:00:00Z,PT60M,-15.9,-24,0.0,-19.5,0,0,0,0,0,0,2.2,73.7,1.1,999.6,318,5.5,161,0.29
2018-01-04T08:00:00Z,2018-01-04T07:00:00Z,PT60M,-16.5,-55,0.0,-20.0,0,0,0,0,0,0,2.1,74.3,1.1,999.8,318,5.5,154,0.29
2018-01-04T09:00:00Z,2018-01-04T08:00:00Z,PT60M,-17.1,-73,0.0,-20.5,0,0,0,0,0,0,2.0,74.8,1.1,999.9,318,5.5,143,0.29
2018-01-04T10:00:00Z,2018-01-04T09:00:00Z,PT60M,-17.9,-86,0.0,-21.2,0,0,0,0,0,0,2.0,75.5,1.1,1000.1,319,5.3,132,0.29
2018-01-04T11:00:00Z,2018-01-04T10:00:00Z,PT60M,-18.9,-95,0.0,-22.0,0,0,0,0,0,0,1.9,76.4,1.1,1000.4,321,5.1,121,0.29
2018-01-04T12:00:00Z,2018-01-04T11:00:00Z,PT60M,-19.9,-104,0.0,-22.9,0,0,0,0,0,0,1.9,77.3,1.1,1000.6,322,4.9,109,0.29
2018-01-04T13:00:00Z,2018-01-04T12:00:00Z,PT60M,-20.0,-113,0.0,-23.0,0,0,0,0,0,0,1.8,76.7,1.1,1001.0,323,4.9,99,0.29
2018-01-04T14:00:00Z,2018-01-04T13:00:00Z,PT60M,-19.1,-122,0.0,-22.5,11,190,18,29,99,8,1.8,74.6,1.1,1001.4,322,5.0,88,0.29
2018-01-04T15:00:00Z,2018-01-04T14:00:00Z,PT60M,-18.2,-133,0.0,-21.9,38,714,136,175,461,120,1.8,72.6,1.1,1001.8,321,5.2,79,0.29
2018-01-04T16:00:00Z,2018-01-04T15:00:00Z,PT60M,-17.0,-145,0.0,-21.1,50,876,276,326,707,514,1.8,70.1,1.1,1002.0,321,5.3,72,0.29
2018-01-04T17:00:00Z,2018-01-04T16:00:00Z,PT60M,-15.4,-158,24.1,-20.1,181,385,147,329,495,403,1.8,67.3,1.1,1002.0,320,5.5,66,0.29
2018-01-04T18:00:00Z,2018-01-04T17:00:00Z,PT60M,-13.8,-173,6.4,-19.0,108,788,355,464,846,475,1.8,64.6,1.1,1002.0,319,5.7,63,0.29
2018-01-04T19:00:00Z,2018-01-04T18:00:00Z,PT60M,-12.7,171,0.0,-18.4,61,960,428,489,945,516,1.8,62.8,1.1,1001.8,318,5.7,64,0.29
2018-01-04T20:00:00Z,2018-01-04T19:00:00Z,PT60M,-12.2,157,0.0,-18.1,58,930,368,426,853,575,1.9,61.5,1.1,1001.5,316,5.6,67,0.29
2018-01-04T21:00:00Z,2018-01-04T20:00:00Z,PT60M,-11.7,143,0.0,-17.8,50,856,260,310,679,476,2.0,60.3,1.1,1001.1,314,5.5,72,0.29
2018-01-04T22:00:00Z,2018-01-04T21:00:00Z,PT60M,-12.0,131,1.3,-18.0,40,644,113,154,413,90,2.1,60.9,1.1,1001.2,313,5.2,80,0.29
2018-01-04T23:00:00Z,2018-01-04T22:00:00Z,PT60M,-13.1,121,15.1,-18.6,8,127,11,19,67,6,2.4,63.3,1.1,1001.5,313,4.6,89,0.29
2018-01-05T00:00:00Z,2018-01-04T23:00:00Z,PT60M,-14.2,112,2.0,-19.1,0,0,0,0,0,0,2.6,65.9,1.1,1001.9,312,4.1,100,0.29
2018-01-05T01:00:00Z,2018-01-05T00:00:00Z,PT60M,-14.9,103,0.0,-19.5,0,0,0,0,0,0,2.8,67.9,1.1,1002.0,314,3.8,111,0.29
2018-01-05T02:00:00Z,2018-01-05T01:00:00Z,PT60M,-15.4,94,0.0,-19.7,0,0,0,0,0,0,3.0,69.2,1.1,1002.1,317,3.9,122,0.29
2018-01-05T03:00:00Z,2018-01-05T02:00:00Z,PT60M,-15.8,84,0.0,-19.9,0,0,0,0,0,0,3.1,70.6,1.1,1002.1,320,4.0,133,0.29
2018-01-05T04:00:00Z,2018-01-05T03:00:00Z,PT60M,-16.1,72,0.0,-20.1,0,0,0,0,0,0,3.3,71.5,1.1,1002.1,320,4.0,145,0.29
2018-01-05T05:00:00Z,2018-01-05T04:00:00Z,PT60M,-16.3,53,0.0,-20.2,0,0,0,0,0,0,3.5,71.9,1.1,1002.0,318,4.0,155,0.29
2018-01-05T06:00:00Z,2018-01-05T05:00:00Z,PT60M,-16.4,20,0.0,-20.3,0,0,0,0,0,0,3.7,72.3,1.1,1002.0,316,4.0,161,0.29
2018-01-05T07:00:00Z,2018-01-05T06:00:00Z,PT60M,-16.4,-24,0.0,-20.2,0,0,0,0,0,0,3.7,72.6,1.1,1002.1,315,4.0,161,0.3
2018-01-05T08:00:00Z,2018-01-05T07:00:00Z,PT60M,-16.3,-55,0.0,-20.0,0,0,0,0,0,0,3.6,72.7,1.1,1002.3,314,3.9,154,0.3
2018-01-05T09:00:00Z,2018-01-05T08:00:00Z,PT60M,-16.1,-73,0.0,-19.8,0,0,0,0,0,0,3.5,72.9,1.1,1002.4,313,3.9,143,0.3
2018-01-05T10:00:00Z,2018-01-05T09:00:00Z,PT60M,-16.1,-85,0.0,-19.7,0,0,0,0,0,0,3.4,73.5,1.1,1002.7,314,3.8,132,0.3
2018-01-05T11:00:00Z,2018-01-05T10:00:00Z,PT60M,-16.2,-95,0.0,-19.6,0,0,0,0,0,0,3.2,74.8,1.1,1003.1,315,3.6,121,0.3
2018-01-05T12:00:00Z,2018-01-05T11:00:00Z,PT60M,-16.3,-104,0.0,-19.6,0,0,0,0,0,0,3.1,76.0,1.1,1003.5,317,3.5,109,0.3
2018-01-05T13:00:00Z,2018-01-05T12:00:00Z,PT60M,-16.3,-113,0.0,-19.6,0,0,0,0,0,0,2.9,75.7,1.1,1004.0,319,3.5,99,0.3
2018-01-05T14:00:00Z,2018-01-05T13:00:00Z,PT60M,-16.1,-122,0.0,-19.7,11,185,18,29,97,8,2.7,73.8,1.1,1004.5,322,3.6,88,0.3
2018-01-05T15:00:00Z,2018-01-05T14:00:00Z,PT60M,-15.8,-133,0.0,-19.7,38,702,134,172,453,121,2.5,72.0,1.1,1004.9,325,3.8,79,0.3
2018-01-05T16:00:00Z,2018-01-05T15:00:00Z,PT60M,-15.1,-144,0.0,-19.4,50,864,273,323,698,512,2.3,69.3,1.1,1005.2,327,3.9,72,0.3
2018-01-05T17:00:00Z,2018-01-05T16:00:00Z,PT60M,-13.8,-158,4.0,-18.8,93,804,324,417,804,539,2.1,66.0,1.1,1005.2,327,4.1,66,0.3
2018-01-05T18:00:00Z,2018-01-05T17:00:00Z,PT60M,-12.5,-173,2.5,-18.1,84,883,398,482,911,499,1.9,62.9,1.1,1005.3,328,4.3,63,0.3
2018-01-05T19:00:00Z,2018-01-05T18:00:00Z,PT60M,-11.7,172,0.0,-18.0,60,962,431,491,946,517,1.8,59.7,1.1,1005.2,328,4.5,63,0.3
2018-01-05T20:00:00Z,2018-01-05T19:00:00Z,PT60M,-11.4,157,0.0,-18.4,57,934,372,429,856,577,1.7,56.3,1.1,1005.2,328,4.7,67,0.3
2018-01-05T21:00:00Z,2018-01-05T20:00:00Z,PT60M,-11.1,143,0.0,-18.7,50,862,263,313,684,486,1.6,53.2,1.1,1005.1,328,4.9,72,0.3
2018-01-05T22:00:00Z,2018-01-05T21:00:00Z,PT60M,-11.8,131,0.0,-19.3,36,693,123,159,433,94,1.6,53.7,1.1,1005.4,329,4.7,80,0.3
2018-01-05T23:00:00Z,2018-01-05T22:00:00Z,PT60M,-13.5,121,0.0,-20.0,8,141,13,21,73,6,1.7,58.1,1.1,1006.1,331,4.3,89,0.3
2018-01-06T00:00:00Z,2018-01-05T23:00:00Z,PT60M,-15.2,112,0.0,-20.7,0,0,0,0,0,0,1.7,62.9,1.1,1006.8,334,3.8,100,0.3
2018-01-06T01:00:00Z,2018-01-06T00:00:00Z,PT60M,-16.4,103,0.0,-21.3,0,0,0,0,0,0,1.7,66.3,1.1,1007.4,337,3.6,110,0.3
2018-01-06T02:00:00Z,2018-01-06T01:00:00Z,PT60M,-17.2,94,0.0,-21.7,0,0,0,0,0,0,1.7,67.9,1.1,1007.7,339,3.7,122,0.3
2018-01-06T03:00:00Z,2018-01-06T02:00:00Z,PT60M,-17.9,84,0.0,-22.2,0,0,0,0,0,0,1.8,69.6,1.1,1008.0,342,3.7,133,0.3
2018-01-06T04:00:00Z,2018-01-06T03:00:00Z,PT60M,-18.6,72,0.0,-22.5,0,0,0,0,0,0,1.7,71.0,1.1,1008.2,341,3.7,144,0.3
2018-01-06T05:00:00Z,2018-01-06T04:00:00Z,PT60M,-19.1,53,0.0,-22.9,0,0,0,0,0,0,1.6,72.0,1.1,1008.2,336,3.6,154,0.3
2018-01-06T06:00:00Z,2018-01-06T05:00:00Z,PT60M,-19.6,20,0.0,-23.2,0,0,0,0,0,0,1.5,73.1,1.1,1008.3,330,3.4,161,0.29
2018-01-06T07:00:00Z,2018-01-06T06:00:00Z,PT60M,-20.1,-23,0.0,-23.6,0,0,0,0,0,0,1.3,74.0,1.1,1008.5,328,3.4,161,0.29
