PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2018-06-07T17:00:00Z,2018-06-07T16:00:00Z,PT60M,30.6,-130,7.4,17.7,300,598,547,847,837,884,31.8,46.2,0.0,991.5,242,2.7,25,0.18
2018-06-07T18:00:00Z,2018-06-07T17:00:00Z,PT60M,31.9,-165,0.0,17.2,185,816,775,960,967,966,32.2,41.6,0.0,991.4,243,2.6,18,0.18
2018-06-07T19:00:00Z,2018-06-07T18:00:00Z,PT60M,32.7,152,0.0,16.6,171,833,784,955,960,970,32.6,38.2,0.0,991.2,246,2.5,20,0.18
2018-06-07T20:00:00Z,2018-06-07T19:00:00Z,PT60M,33.2,123,2.4,15.9,205,748,666,870,859,941,33.1,35.6,0.0,991.0,250,2.5,27,0.18
2018-06-07T21:00:00Z,2018-06-07T20:00:00Z,PT60M,33.6,105,52.6,15.2,290,106,89,379,357,397,33.6,33.2,0.0,990.8,255,2.4,38,0.18
2018-06-07T22:00:00Z,2018-06-07T21:00:00Z,PT60M,33.1,94,70.9,15.7,174,0,0,174,162,174,33.8,35.1,0.0,990.6,257,2.1,49,0.18
2018-06-07T23:00:00Z,2018-06-07T22:00:00Z,PT60M,31.7,84,50.1,17.3,191,47,20,211,189,248,33.8,42.2,0.0,990.7,255,1.5,61,0.18
2018-06-08T00:00:00Z,2018-06-07T23:00:00Z,PT60M,30.4,75,12.3,19.0,137,250,80,217,150,407,33.9,50.6,0.0,990.7,251,0.9,72,0.18
2018-06-08T01:00:00Z,2018-06-08T00:00:00Z,PT60M,28.9,66,12.9,19.2,56,71,12,68,50,84,33.9,55.7,0.0,990.9,214,0.4,83,0.18
2018-06-08T02:00:00Z,2018-06-08T01:00:00Z,PT60M,27.4,57,0.0,18.0,2,4,0,2,2,2,34.0,56.3,0.0,991.4,120,0.7,93,0.18
2018-06-08T03:00:00Z,2018-06-08T02:00:00Z,PT60M,25.9,46,0.0,16.7,0,0,0,0,0,0,34.0,57.0,0.0,991.8,105,1.4,102,0.18
2018-06-08T04:00:00Z,2018-06-08T03:00:00Z,PT60M,24.8,34,0.0,16.1,0,0,0,0,0,0,34.3,58.7,0.0,992.2,106,1.8,109,0.18
2018-06-08T05:00:00Z,2018-06-08T04:00:00Z,PT60M,23.9,20,0.0,16.1,0,0,0,0,0,0,34.8,61.6,0.0,992.7,112,1.8,114,0.18
2018-06-08T06:00:00Z,2018-06-08T05:00:00Z,PT60M,23.1,5,0.0,16.1,0,0,0,0,0,0,35.3,64.6,0.0,993.1,118,1.8,117,0.18
2018-06-08T07:00:00Z,2018-06-08T06:00:00Z,PT60M,22.4,-10,0.0,16.1,0,0,0,0,0,0,35.8,67.3,0.0,993.3,124,1.7,116,0.18
2018-06-08T08:00:00Z,2018-06-08T07:00:00Z,PT60M,22.0,-25,11.3,16.1,0,0,0,0,0,0,36.1,69.5,0.0,993.4,133,1.4,113,0.18
2018-06-08T09:00:00Z,2018-06-08T08:00:00Z,PT60M,21.5,-38,25.6,16.2,0,0,0,0,0,0,36.5,71.8,0.0,993.4,148,1.1,107,0.18
2018-06-08T10:00:00Z,2018-06-08T09:00:00Z,PT60M,21.3,-50,28.9,16.5,0,0,0,0,0,0,36.6,74.3,0.0,993.6,154,0.9,99,0.18
2018-06-08T11:00:00Z,2018-06-08T10:00:00Z,PT60M,21.4,-60,37.0,17.2,7,0,0,7,6,7,36.6,76.8,0.0,994.0,146,0.9,90,0.18
2018-06-08T12:00:00Z,2018-06-08T11:00:00Z,PT60M,21.5,-69,45.1,17.8,59,0,0,59,55,59,36.5,79.5,0.0,994.4,138,0.8,79,0.18
2018-06-08T13:00:00Z,2018-06-08T12:00:00Z,PT60M,22.7,-78,56.1,18.3,129,0,0,129,119,129,36.5,76.2,0.0,994.7,140,0.8,68,0.18
2018-06-08T14:00:00Z,2018-06-08T13:00:00Z,PT60M,24.9,-87,27.3,18.6,275,142,84,359,324,438,36.5,67.9,0.0,994.9,153,0.8,57,0.18
2018-06-08T15:00:00Z,2018-06-08T14:00:00Z,PT60M,27.1,-97,11.8,18.9,313,385,268,580,533,734,36.4,60.7,0.0,995.2,165,0.9,46,0.18
2018-06-08T16:00:00Z,2018-06-08T15:00:00Z,PT60M,28.4,-110,9.7,19.0,332,476,395,727,699,822,36.3,57.0,0.0,995.3,181,1.1,34,0.18
2018-06-08T17:00:00Z,2018-06-08T16:00:00Z,PT60M,28.6,-130,21.0,19.1,506,230,207,713,686,734,36.1,56.3,0.0,995.1,195,1.5,24,0.18
2018-06-08T18:00:00Z,2018-06-08T17:00:00Z,PT60M,28.9,-165,20.5,19.1,520,249,237,757,734,759,35.9,55.6,0.0,995.0,204,1.9,18,0.18
2018-06-08T19:00:00Z,2018-06-08T18:00:00Z,PT60M,29.4,152,13.7,18.9,434,402,380,814,801,821,35.7,53.2,0.0,994.7,204,2.1,19,0.18
2018-06-08T20:00:00Z,2018-06-08T19:00:00Z,PT60M,30.0,123,21.0,18.3,498,220,196,694,667,718,35.6,49.5,0.0,994.3,197,2.0,27,0.18
2018-06-08T21:00:00Z,2018-06-08T20:00:00Z,PT60M,30.7,105,26.3,17.8,458,133,106,564,531,600,35.5,46.0,0.0,993.8,191,2.0,38,0.18
2018-06-08T22:00:00Z,2018-06-08T21:00:00Z,PT60M,30.9,94,31.9,17.7,387,41,28,415,384,433,35.4,45.4,0.0,993.4,189,1.8,49,0.18
2018-06-08T23:00:00Z,2018-06-08T22:00:00Z,PT60M,30.6,84,34.0,18.2,255,49,26,281,256,314,35.4,47.6,0.0,993.2,193,1.6,60,0.18
2018-06-09T00:00:00Z,2018-06-08T23:00:00Z,PT60M,30.2,75,15.0,18.6,160,114,34,194,155,280,35.5,49.9,0.0,992.9,198,1.4,72,0.18
2018-06-09T01:00:00Z,2018-06-09T00:00:00Z,PT60M,29.2,66,14.9,18.5,56,23,5,61,51,71,35.5,52.4,0.0,992.9,184,1.2,82,0.18
2018-06-09T02:00:00Z,2018-06-09T01:00:00Z,PT60M,27.5,57,0.0,17.7,2,2,0,2,2,2,35.6,55.1,0.0,993.1,151,1.4,93,0.18
2018-06-09T03:00:00Z,2018-06-09T02:00:00Z,PT60M,25.8,46,0.0,16.9,0,0,0,0,0,0,35.6,58.0,0.0,993.4,131,1.9,102,0.18
2018-06-09T04:00:00Z,2018-06-09T03:00:00Z,PT60M,24.6,34,0.0,16.4,0,0,0,0,0,0,35.5,60.2,0.0,993.5,128,2.1,109,0.18
2018-06-09T05:00:00Z,2018-06-09T04:00:00Z,PT60M,24.1,20,0.0,16.2,0,0,0,0,0,0,35.2,61.4,0.0,993.5,134,2.0,114,0.18
2018-06-09T06:00:00Z,2018-06-09T05:00:00Z,PT60M,23.5,5,0.0,16.0,0,0,0,0,0,0,34.9,62.6,0.0,993.6,141,2.0,117,0.18
2018-06-09T07:00:00Z,2018-06-09T06:00:00Z,PT60M,23.0,-10,0.0,15.8,0,0,0,0,0,0,34.9,63.9,0.0,993.5,149,1.9,116,0.18
2018-06-09T08:00:00Z,2018-06-09T07:00:00Z,PT60M,22.5,-25,0.0,15.7,0,0,0,0,0,0,35.0,65.3,0.0,993.3,159,1.9,113,0.18
2018-06-09T09:00:00Z,2018-06-09T08:00:00Z,PT60M,22.0,-38,0.0,15.6,0,0,0,0,0,0,35.2,66.8,0.0,993.1,168,2.0,107,0.18
2018-06-09T10:00:00Z,2018-06-09T09:00:00Z,PT60M,22.0,-50,0.0,15.8,0,0,0,0,0,0,35.8,68.0,0.0,993.0,180,2.2,99,0.18
2018-06-09T11:00:00Z,2018-06-09T10:00:00Z,PT60M,22.3,-60,0.7,16.4,9,18,2,11,8,9,36.8,69.2,0.0,992.9,191,2.7,90,0.18
2018-06-09T12:00:00Z,2018-06-09T11:00:00Z,PT60M,22.7,-69,17.3,17.0,87,48,7,94,80,96,37.9,70.3,0.0,992.8,199,3.3,79,0.18
2018-06-09T13:00:00Z,2018-06-09T12:00:00Z,PT60M,23.8,-78,31.1,17.8,198,16,8,205,189,217,39.0,68.9,0.0,992.7,205,3.5,68,0.18
2018-06-09T14:00:00Z,2018-06-09T13:00:00Z,PT60M,25.8,-87,41.8,18.8,236,67,33,270,243,317,40.1,65.3,0.0,992.6,213,3.6,57,0.18
2018-06-09T15:00:00Z,2018-06-09T14:00:00Z,PT60M,27.8,-97,93.6,19.8,42,0,0,42,39,42,41.3,61.9,0.0,992.5,220,3.7,46,0.18
2018-06-09T16:00:00Z,2018-06-09T15:00:00Z,PT60M,28.6,-110,85.5,20.6,120,0,0,120,111,120,42.2,62.2,0.0,992.4,226,3.6,34,0.18
2018-06-09T17:00:00Z,2018-06-09T16:00:00Z,PT60M,28.2,-130,40.3,21.2,425,123,114,539,513,544,42.9,66.0,0.0,992.2,230,3.4,24,0.18
2018-06-09T18:00:00Z,2018-06-09T17:00:00Z,PT60M,27.8,-164,15.5,21.8,462,350,332,795,778,799,43.6,70.0,0.0,992.0,235,3.2,18,0.18
2018-06-09T19:00:00Z,2018-06-09T18:00:00Z,PT60M,27.5,152,33.1,21.9,600,17,16,616,573,616,43.7,71.6,0.0,991.7,235,3.0,19,0.18
2018-06-09T20:00:00Z,2018-06-09T19:00:00Z,PT60M,27.5,123,68.2,21.7,272,0,0,272,252,272,43.4,70.8,0.0,991.3,231,2.9,27,0.18
2018-06-09T21:00:00Z,2018-06-09T20:00:00Z,PT60M,27.4,105,40.4,21.5,436,6,5,441,409,443,43.1,70.0,0.0,990.9,226,2.7,38,0.18
2018-06-09T22:00:00Z,2018-06-09T21:00:00Z,PT60M,26.9,94,45.1,21.1,319,0,0,319,295,319,42.1,70.4,0.0,990.4,226,2.6,49,0.18
2018-06-09T23:00:00Z,2018-06-09T22:00:00Z,PT60M,26.0,84,27.9,20.6,279,24,11,290,266,309,40.4,72.0,0.0,989.8,232,2.4,60,0.18
2018-06-10T00:00:00Z,2018-06-09T23:00:00Z,PT60M,25.1,75,32.8,20.1,145,22,9,153,139,171,38.8,73.7,0.0,989.3,239,2.2,72,0.18
2018-06-10T01:00:00Z,2018-06-10T00:00:00Z,PT60M,24.7,66,21.7,19.6,53,2,0,53,49,52,38.0,73.4,0.0,989.1,235,2.0,82,0.18
2018-06-10T02:00:00Z,2018-06-10T01:00:00Z,PT60M,24.6,57,0.0,19.1,2,2,0,2,2,2,38.1,71.1,0.0,989.2,217,1.8,92,0.18
2018-06-10T03:00:00Z,2018-06-10T02:00:00Z,PT60M,24.6,46,0.0,18.6,0,0,0,0,0,0,38.2,68.9,0.0,989.3,196,1.8,101,0.18
2018-06-10T04:00:00Z,2018-06-10T03:00:00Z,PT60M,24.3,34,0.0,18.3,0,0,0,0,0,0,38.7,69.4,0.0,989.3,186,2.0,109,0.18
2018-06-10T05:00:00Z,2018-06-10T04:00:00Z,PT60M,23.6,20,0.0,18.4,0,0,0,0,0,0,39.6,72.6,0.0,989.2,186,2.0,114,0.18
2018-06-10T06:00:00Z,2018-06-10T05:00:00Z,PT60M,22.9,5,0.0,18.4,0,0,0,0,0,0,40.5,76.0,0.0,989.1,185,2.1,117,0.18
2018-06-10T07:00:00Z,2018-06-10T06:00:00Z,PT60M,22.4,-10,0.0,18.5,0,0,0,0,0,0,41.7,78.5,0.0,989.0,188,2.1,116,0.18
2018-06-10T08:00:00Z,2018-06-10T07:00:00Z,PT60M,22.1,-25,0.0,18.5,0,0,0,0,0,0,43.1,80.2,0.0,988.8,195,2.1,113,0.18
2018-06-10T09:00:00Z,2018-06-10T08:00:00Z,PT60M,21.9,-38,0.0,18.6,0,0,0,0,0,0,44.5,81.9,0.0,988.5,202,2.1,107,0.18
2018-06-10T10:00:00Z,2018-06-10T09:00:00Z,PT60M,21.5,-49,0.0,18.8,0,0,0,0,0,0,45.8,84.6,0.0,988.3,205,2.5,99,0.18
2018-06-10T11:00:00Z,2018-06-10T10:00:00Z,PT60M,21.1,-60,37.4,19.1,4,0,0,4,4,4,47.0,88.5,0.0,988.1,205,3.1,90,0.18
2018-06-10T12:00:00Z,2018-06-10T11:00:00Z,PT60M,20.7,-69,75.3,19.5,24,0,0,24,22,24,48.2,92.5,0.0,987.9,205,3.8,79,0.18
2018-06-10T13:00:00Z,2018-06-10T12:00:00Z,PT60M,21.3,-78,86.2,19.8,38,0,0,38,35,38,48.2,91.3,0.0,987.7,210,4.4,68,0.18
2018-06-10T14:00:00Z,2018-06-10T13:00:00Z,PT60M,22.9,-87,91.8,20.3,37,0,0,37,34,37,47.1,85.2,0.0,987.7,220,4.9,57,0.18
2018-06-10T15:00:00Z,2018-06-10T14:00:00Z,PT60M,24.5,-97,84.2,20.7,103,0,0,103,95,103,45.9,79.7,0.0,987.6,227,5.6,46,0.18
2018-06-10T16:00:00Z,2018-06-10T15:00:00Z,PT60M,26.0,-110,80.4,21.1,156,0,0,156,145,156,45.7,74.1,0.0,987.3,234,5.9,34,0.18
2018-06-10T17:00:00Z,2018-06-10T16:00:00Z,PT60M,27.6,-130,62.4,21.3,329,5,5,334,310,334,46.3,68.5,0.0,986.8,241,5.8,24,0.18
2018-06-10T18:00:00Z,2018-06-10T17:00:00Z,PT60M,29.1,-164,30.9,21.5,571,80,76,647,612,648,47.0,63.5,0.0,986.3,249,5.9,18,0.18
2018-06-10T19:00:00Z,2018-06-10T18:00:00Z,PT60M,29.4,152,68.0,22.0,297,0,0,297,275,297,47.8,64.3,0.0,985.9,255,5.7,19,0.18
2018-06-10T20:00:00Z,2018-06-10T19:00:00Z,PT60M,28.5,123,89.9,22.7,88,0,0,88,82,88,48.9,71.1,0.0,985.5,259,5.1,27,0.18
2018-06-10T21:00:00Z,2018-06-10T20:00:00Z,PT60M,27.6,105,96.1,23.5,30,0,0,30,27,30,49.9,78.7,0.0,985.1,265,4.6,38,0.18
2018-06-10T22:00:00Z,2018-06-10T21:00:00Z,PT60M,26.1,93,96.3,23.4,21,0,0,21,20,21,49.2,85.0,0.0,985.0,270,3.9,49,0.18
2018-06-10T23:00:00Z,2018-06-10T22:00:00Z,PT60M,24.0,84,96.0,22.3,16,0,0,16,15,16,46.7,89.9,0.0,985.1,273,3.0,60,0.18
2018-06-11T00:00:00Z,2018-06-10T23:00:00Z,PT60M,22.0,75,84.2,21.2,31,0,0,31,29,31,44.3,95.1,0.0,985.2,278,2.2,72,0.18
2018-06-11T01:00:00Z,2018-06-11T00:00:00Z,PT60M,21.4,66,58.7,20.5,21,0,0,21,20,21,43.1,94.3,0.0,985.3,286,1.2,82,0.18
2018-06-11T02:00:00Z,2018-06-11T01:00:00Z,PT60M,22.2,57,1.1,20.1,2,0,0,2,2,2,43.3,87.6,0.0,985.5,330,0.3,92,0.18
2018-06-11T03:00:00Z,2018-06-11T02:00:00Z,PT60M,23.0,46,0.0,19.7,0,0,0,0,0,0,43.5,81.5,0.0,985.7,74,0.9,101,0.18
2018-06-11T04:00:00Z,2018-06-11T03:00:00Z,PT60M,23.1,34,0.0,19.5,0,0,0,0,0,0,43.8,80.0,0.0,985.9,86,1.3,109,0.18
2018-06-11T05:00:00Z,2018-06-11T04:00:00Z,PT60M,22.5,21,0.0,19.4,0,0,0,0,0,0,44.1,83.0,0.0,986.0,97,1.3,114,0.18
2018-06-11T06:00:00Z,2018-06-11T05:00:00Z,PT60M,21.8,6,0.0,19.4,0,0,0,0,0,0,44.5,86.0,0.0,986.1,108,1.4,117,0.18
2018-06-11T07:00:00Z,2018-06-11T06:00:00Z,PT60M,21.3,-10,0.0,19.3,0,0,0,0,0,0,44.5,88.4,0.0,986.1,101,1.3,116,0.17
2018-06-11T08:00:00Z,2018-06-11T07:00:00Z,PT60M,20.9,-25,0.0,19.2,0,0,0,0,0,0,44.2,89.9,0.0,986.0,78,1.4,113,0.17
2018-06-11T09:00:00Z,2018-06-11T08:00:00Z,PT60M,20.6,-38,0.0,19.2,0,0,0,0,0,0,43.9,91.5,0.0,985.9,59,1.6,107,0.17
2018-06-11T10:00:00Z,2018-06-11T09:00:00Z,PT60M,20.2,-49,0.9,19.1,0,0,0,0,0,0,43.9,93.6,0.0,986.0,54,1.7,99,0.17
2018-06-11T11:00:00Z,2018-06-11T10:00:00Z,PT60M,19.8,-60,21.9,19.2,7,0,0,7,7,7,44.4,96.1,0.0,986.3,58,1.6,90,0.17
2018-06-11T12:00:00Z,2018-06-11T11:00:00Z,PT60M,19.4,-69,44.8,19.2,59,0,0,59,55,59,44.8,98.7,0.0,986.6,63,1.4,79,0.17
2018-06-11T13:00:00Z,2018-06-11T12:00:00Z,PT60M,20.1,-78,43.9,19.5,158,0,0,158,146,158,44.8,96.5,0.0,986.9,73,1.3,68,0.17
2018-06-11T14:00:00Z,2018-06-11T13:00:00Z,PT60M,21.8,-86,54.8,20.1,206,0,0,206,191,206,44.6,90.2,0.0,987.2,87,1.3,57,0.17
2018-06-11T15:00:00Z,2018-06-11T14:00:00Z,PT60M,23.6,-96,46.6,20.8,343,0,0,343,318,343,44.4,84.3,0.0,987.4,101,1.4,46,0.17
2018-06-11T16:00:00Z,2018-06-11T15:00:00Z,PT60M,25.0,-109,56.3,20.8,338,0,0,338,313,338,43.9,77.6,0.0,987.4,111,1.3,34,0.17
2018-06-11T17:00:00Z,2018-06-11T16:00:00Z,PT60M,26.3,-129,51.6,20.4,428,0,0,428,396,428,43.3,70.3,0.0,987.2,120,1.0,24,0.17
2018-06-11T18:00:00Z,2018-06-11T17:00:00Z,PT60M,27.5,-164,64.8,20.0,330,0,0,330,305,330,42.7,63.7,0.0,987.0,135,0.8,18,0.17
2018-06-11T19:00:00Z,2018-06-11T18:00:00Z,PT60M,28.2,152,74.9,19.8,235,0,0,235,217,235,42.1,60.4,0.0,986.7,145,0.7,19,0.17
2018-06-11T20:00:00Z,2018-06-11T19:00:00Z,PT60M,28.4,123,67.9,19.8,280,0,0,280,260,280,41.6,59.8,0.0,986.3,146,0.7,27,0.17
2018-06-11T21:00:00Z,2018-06-11T20:00:00Z,PT60M,28.6,105,64.0,19.8,273,0,0,273,253,273,41.1,59.2,0.0,985.9,146,0.6,37,0.17
2018-06-11T22:00:00Z,2018-06-11T21:00:00Z,PT60M,27.8,93,65.5,20.0,214,0,0,214,198,214,40.7,62.5,0.0,985.8,131,0.7,49,0.17
2018-06-11T23:00:00Z,2018-06-11T22:00:00Z,PT60M,26.1,84,70.5,20.3,130,0,0,130,121,130,40.3,70.4,0.0,986.1,111,0.9,60,0.17
2018-06-12T00:00:00Z,2018-06-11T23:00:00Z,PT60M,24.4,75,73.2,20.6,58,0,0,58,54,58,39.9,79.3,0.0,986.3,100,1.2,71,0.17
2018-06-12T01:00:00Z,2018-06-12T00:00:00Z,PT60M,23.6,66,43.0,20.5,35,1,0,35,32,35,39.5,82.5,0.0,986.6,100,1.6,82,0.17
2018-06-12T02:00:00Z,2018-06-12T01:00:00Z,PT60M,23.7,57,0.0,19.9,2,2,0,2,2,2,39.1,79.2,0.0,986.9,105,2.2,92,0.17
2018-06-12T03:00:00Z,2018-06-12T02:00:00Z,PT60M,23.8,46,0.0,19.3,0,0,0,0,0,0,38.7,76.1,0.0,987.2,107,2.7,101,0.17
2018-06-12T04:00:00Z,2018-06-12T03:00:00Z,PT60M,23.5,34,0.0,19.1,0,0,0,0,0,0,38.5,76.0,0.0,987.5,114,3.0,109,0.17
2018-06-12T05:00:00Z,2018-06-12T04:00:00Z,PT60M,23.0,21,0.0,19.2,0,0,0,0,0,0,38.5,79.0,0.0,987.7,123,3.2,114,0.17
2018-06-12T06:00:00Z,2018-06-12T05:00:00Z,PT60M,22.6,6,0.0,19.4,0,0,0,0,0,0,38.5,82.1,0.0,988.0,131,3.5,117,0.17
2018-06-12T07:00:00Z,2018-06-12T06:00:00Z,PT60M,22.2,-10,0.0,19.5,0,0,0,0,0,0,38.6,84.9,0.0,988.1,137,3.6,116,0.18
2018-06-12T08:00:00Z,2018-06-12T07:00:00Z,PT60M,21.8,-24,0.0,19.6,0,0,0,0,0,0,38.8,87.4,0.0,988.0,142,3.5,113,0.18
2018-06-12T09:00:00Z,2018-06-12T08:00:00Z,PT60M,21.5,-38,0.0,19.8,0,0,0,0,0,0,39.0,90.0,0.0,987.9,148,3.5,107,0.18
2018-06-12T10:00:00Z,2018-06-12T09:00:00Z,PT60M,21.3,-49,0.0,19.9,0,0,0,0,0,0,39.4,92.0,0.0,987.8,151,3.5,99,0.18
2018-06-12T11:00:00Z,2018-06-12T10:00:00Z,PT60M,21.1,-60,19.1,20.0,7,0,0,7,6,7,40.0,93.4,0.0,987.9,152,3.7,90,0.18
2018-06-12T12:00:00Z,2018-06-12T11:00:00Z,PT60M,20.9,-69,73.2,20.0,31,0,0,31,28,31,40.6,94.7,0.0,987.9,153,3.8,79,0.18
2018-06-12T13:00:00Z,2018-06-12T12:00:00Z,PT60M,21.7,-77,89.8,20.2,27,0,0,27,26,27,41.3,91.3,0.0,988.0,161,3.9,68,0.18
2018-06-12T14:00:00Z,2018-06-12T13:00:00Z,PT60M,23.5,-86,95.6,20.6,22,0,0,22,21,22,42.2,83.7,0.0,988.1,174,4.0,57,0.18
2018-06-12T15:00:00Z,2018-06-12T14:00:00Z,PT60M,25.2,-96,89.5,20.9,70,0,0,70,65,70,43.0,76.8,0.0,988.3,187,4.3,46,0.18
2018-06-12T16:00:00Z,2018-06-12T15:00:00Z,PT60M,26.6,-109,80.4,21.2,157,0,0,157,145,157,43.9,72.1,0.0,988.1,197,4.3,34,0.18
2018-06-12T17:00:00Z,2018-06-12T16:00:00Z,PT60M,27.6,-129,78.6,21.4,191,0,0,191,176,191,44.9,69.0,0.0,987.7,209,4.1,24,0.18
2018-06-12T18:00:00Z,2018-06-12T17:00:00Z,PT60M,28.6,-164,77.0,21.7,217,0,0,217,200,217,45.9,66.2,0.0,987.3,222,4.1,18,0.18
2018-06-12T19:00:00Z,2018-06-12T18:00:00Z,PT60M,28.6,153,41.4,22.1,537,13,12,549,510,550,46.9,67.9,0.0,987.1,233,4.0,19,0.18
2018-06-12T20:00:00Z,2018-06-12T19:00:00Z,PT60M,27.6,122,43.2,22.7,475,25,21,496,461,501,47.8,74.7,0.0,986.9,242,4.0,27,0.18
2018-06-12T21:00:00Z,2018-06-12T20:00:00Z,PT60M,26.5,105,15.8,23.2,378,333,261,640,603,731,48.8,82.2,0.0,986.8,252,4.0,37,0.18
2018-06-12T22:00:00Z,2018-06-12T21:00:00Z,PT60M,25.8,93,6.6,23.3,237,500,330,567,506,782,48.3,85.8,0.0,986.8,259,3.5,49,0.18
2018-06-12T23:00:00Z,2018-06-12T22:00:00Z,PT60M,25.5,84,14.7,22.8,233,263,136,369,313,538,46.3,85.1,0.0,986.9,268,2.6,60,0.18
2018-06-13T00:00:00Z,2018-06-12T23:00:00Z,PT60M,25.2,75,25.6,22.4,170,39,14,184,164,218,44.4,84.4,0.0,987.1,285,1.8,71,0.18
2018-06-13T01:00:00Z,2018-06-13T00:00:00Z,PT60M,24.8,66,39.6,22.0,45,3,0,45,42,45,43.0,84.7,0.0,987.3,290,1.3,82,0.18
2018-06-13T02:00:00Z,2018-06-13T01:00:00Z,PT60M,24.1,57,0.0,21.6,2,4,0,3,2,2,42.3,85.9,0.0,987.5,263,1.1,92,0.18
2018-06-13T03:00:00Z,2018-06-13T02:00:00Z,PT60M,23.4,46,0.0,21.2,0,0,0,0,0,0,41.6,87.2,0.0,987.8,233,1.2,101,0.18
2018-06-13T04:00:00Z,2018-06-13T03:00:00Z,PT60M,22.8,34,0.0,20.9,0,0,0,0,0,0,40.5,88.9,0.0,987.9,221,1.4,109,0.18
2018-06-13T05:00:00Z,2018-06-13T04:00:00Z,PT60M,22.3,21,0.0,20.7,0,0,0,0,0,0,39.0,90.9,0.0,987.9,223,1.6,114,0.18
2018-06-13T06:00:00Z,2018-06-13T05:00:00Z,PT60M,21.8,6,0.0,20.6,0,0,0,0,0,0,37.5,93.0,0.0,987.9,223,1.7,116,0.18
2018-06-13T07:00:00Z,2018-06-13T06:00:00Z,PT60M,21.5,-10,0.0,20.5,0,0,0,0,0,0,36.6,94.0,0.0,987.9,229,1.8,116,0.18
2018-06-13T08:00:00Z,2018-06-13T07:00:00Z,PT60M,21.5,-24,0.0,20.5,0,0,0,0,0,0,36.2,94.0,0.0,987.8,237,2.0,113,0.18
2018-06-13T09:00:00Z,2018-06-13T08:00:00Z,PT60M,21.5,-38,0.0,20.5,0,0,0,0,0,0,35.8,94.0,0.0,987.8,244,2.2,107,0.18
2018-06-13T10:00:00Z,2018-06-13T09:00:00Z,PT60M,21.6,-49,0.0,20.7,0,0,0,0,0,0,35.6,94.4,0.0,988.0,248,2.6,99,0.18
2018-06-13T11:00:00Z,2018-06-13T10:00:00Z,PT60M,21.8,-59,0.9,21.0,10,14,1,11,9,9,35.6,95.2,0.0,988.5,250,3.1,90,0.18
2018-06-13T12:00:00Z,2018-06-13T11:00:00Z,PT60M,22.0,-69,18.6,21.3,85,51,7,92,77,96,35.6,96.0,0.0,989.0,252,3.7,79,0.18
2018-06-13T13:00:00Z,2018-06-13T12:00:00Z,PT60M,23.0,-77,23.2,21.5,188,113,46,233,197,324,35.5,91.0,0.0,989.4,263,3.9,68,0.18
2018-06-13T14:00:00Z,2018-06-13T13:00:00Z,PT60M,24.8,-86,16.7,21.4,274,239,132,406,354,552,35.2,81.4,0.0,989.7,282,4.2,57,0.18
2018-06-13T15:00:00Z,2018-06-13T14:00:00Z,PT60M,26.6,-96,3.9,21.4,216,596,421,636,579,849,34.9,72.9,0.0,989.9,297,4.9,46,0.18
2018-06-13T16:00:00Z,2018-06-13T15:00:00Z,PT60M,27.5,-109,12.4,21.2,371,406,332,703,670,791,33.9,68.2,0.0,990.1,307,5.3,34,0.18
2018-06-13T17:00:00Z,2018-06-13T16:00:00Z,PT60M,27.5,-129,30.7,20.8,468,175,160,629,600,640,32.4,66.5,0.0,990.2,316,5.5,24,0.18
2018-06-13T18:00:00Z,2018-06-13T17:00:00Z,PT60M,27.5,-164,15.1,20.3,436,397,378,814,797,817,30.9,64.9,0.0,990.4,324,5.9,18,0.18
2018-06-13T19:00:00Z,2018-06-13T18:00:00Z,PT60M,27.8,153,18.7,19.4,486,312,295,781,760,787,28.5,60.5,0.0,990.3,330,5.9,19,0.18
2018-06-13T20:00:00Z,2018-06-13T19:00:00Z,PT60M,28.2,122,17.6,18.0,433,354,315,748,723,788,25.1,53.9,0.0,990.1,335,5.7,27,0.18
2018-06-13T21:00:00Z,2018-06-13T20:00:00Z,PT60M,28.7,105,5.5,16.6,214,688,546,760,720,919,21.8,48.1,0.0,989.8,340,5.5,37,0.18
2018-06-13T22:00:00Z,2018-06-13T21:00:00Z,PT60M,28.5,93,4.1,15.8,162,703,467,630,557,907,19.3,46.3,0.0,989.9,344,5.0,49,0.18
2018-06-13T23:00:00Z,2018-06-13T22:00:00Z,PT60M,27.5,84,0.7,15.6,101,739,368,469,354,891,17.5,48.2,0.0,990.2,348,4.1,60,0.18
2018-06-14T00:00:00Z,2018-06-13T23:00:00Z,PT60M,26.6,75,5.2,15.3,92,519,175,266,149,624,15.7,50.2,0.0,990.5,353,3.2,71,0.18
2018-06-14T01:00:00Z,2018-06-14T00:00:00Z,PT60M,25.0,66,10.4,14.7,54,182,33,87,44,137,14.6,52.6,0.0,990.9,3,2.6,82,0.18
2018-06-14T02:00:00Z,2018-06-14T01:00:00Z,PT60M,22.9,57,0.0,13.6,2,9,1,3,2,2,14.1,55.7,0.0,991.4,18,2.4,92,0.18
